"gene","baseMean","dispGeneEst","dispFit","dispMAP","dispersion","dispOutlier"
"gene_0",1432.24787154048,0.0600407219831174,0.0552495389708345,0.0625515052193899,0.0625515052193899,FALSE
"gene_1",35.0559653331544,0.255815508248983,0.213284759490077,0.244231861879385,0.244231861879385,FALSE
"gene_2",1408.25269317574,0.0804730419898003,0.055317101072139,0.072505795801677,0.072505795801677,FALSE
"gene_3",18.2199776267653,0.336876802738218,0.362979579272531,0.344990615671685,0.344990615671685,FALSE
"gene_4",309.343808039132,0.108313127761821,0.0696428590182228,0.0982671174765754,0.0982671174765754,FALSE
"gene_5",682.711185712467,0.0660394719680053,0.0596028092517723,0.0645502638089417,0.0645502638089417,FALSE
"gene_6",28.1816307178182,0.490563980806689,0.252801449435949,0.419180136131048,0.490563980806689,TRUE
"gene_7",374.931456041173,0.0442087181708628,0.0664313681366211,0.0487635470139828,0.0487635470139828,FALSE
"gene_8",122.445925387129,0.155091790527166,0.0976646931502476,0.140955870793664,0.140955870793664,FALSE
"gene_9",645.5961600014,0.101074707989225,0.0600810314711019,0.0874577959249583,0.0874577959249583,FALSE
"gene_10",23.4866332684796,0.238016212111783,0.29308487702914,0.252681217716307,0.252681217716307,FALSE
"gene_11",197.559014101877,0.084489554151497,0.0800306306853122,0.0833923038390826,0.0833923038390826,FALSE
"gene_12",2463.88873722744,0.0454317363760989,0.0535893130075078,0.0462198308653948,0.0462198308653948,FALSE
"gene_13",579.238447805247,0.0577323167245453,0.0610887773406404,0.0569758511197616,0.0569758511197616,FALSE
"gene_14",783.232637148187,0.0472976298627813,0.0585352084333928,0.0506726817722923,0.0506726817722923,FALSE
"gene_15",83.8175936560077,0.0818122300784871,0.119039606759411,0.0905199868929336,0.0905199868929336,FALSE
"gene_16",19.5080198932122,0.224736160848644,0.342399500764062,0.254697173679907,0.254697173679907,FALSE
"gene_17",166.873136177094,0.0530698981778661,0.0853167044185757,0.0602643282699533,0.0602643282699533,FALSE
"gene_18",14.0295869196004,0.220316698510973,0.456077447482545,0.277769350259937,0.277769350259937,FALSE
"gene_19",7.18047516779956,0.951027343760751,0.84219018205326,0.920231432259281,0.920231432259281,FALSE
"gene_20",1657.63255720665,0.0559224531567721,0.0547104060002887,0.0568415749485453,0.0568415749485453,FALSE
"gene_21",20.9057402486361,0.288996461095879,0.322936065630396,0.297982361782125,0.297982361782125,FALSE
"gene_22",5.94216709018668,1.5303871621881,1.00700968626261,1.35719361924898,1.35719361924898,FALSE
"gene_23",1081.44383586197,0.0721637566626738,0.056535774103038,0.0677022797649576,0.0677022797649576,FALSE
"gene_24",169.324855443675,0.0996205487018253,0.0848239375044805,0.0959196620217111,0.0959196620217111,FALSE
"gene_25",43.9767977150381,0.16392422191156,0.180422472163387,0.169247881212942,0.169247881212942,FALSE
"gene_26",102.669081674228,0.0874772826603565,0.106598795185377,0.0921403867603287,0.0921403867603287,FALSE
"gene_27",77.7071665436523,0.106860453571471,0.124367472202691,0.111194978044868,0.111194978044868,FALSE
"gene_28",1250.68988928737,0.071852639410425,0.0558251451731854,0.0680031997192727,0.0680031997192727,FALSE
"gene_29",1614.63094876914,0.045165201686969,0.0548016493249661,0.045979057599361,0.045979057599361,FALSE
"gene_30",4.09595308793645,1.27645929945432,1.4377942657152,1.32072290006969,1.32072290006969,FALSE
"gene_31",371.088423148695,0.123513978387214,0.0665882319466174,0.108185020186077,0.108185020186077,FALSE
"gene_32",731.161479996137,0.0269059806342838,0.0590515904288005,0.0336513039754982,0.0336513039754982,FALSE
"gene_33",885.016194038958,0.0722899524170068,0.0577013092054353,0.0671962948897546,0.0671962948897546,FALSE
"gene_34",4.36674794771305,1.76455719132882,1.35181271778024,1.6251589983985,1.6251589983985,FALSE
"gene_35",90.150730091408,0.142599249624642,0.11427976681303,0.136599817911988,0.136599817911988,FALSE
"gene_36",5220.97000324183,0.0699241429387667,0.0523721318551203,0.06572776502665,0.06572776502665,FALSE
"gene_37",782.119839689782,0.0317068446668839,0.0585455248765179,0.0380534892882126,0.0380534892882126,FALSE
"gene_38",4.82566105991272,0.821486756812215,1.22813442872627,0.936560691016663,0.936560691016663,FALSE
"gene_39",4.68270994720402,2.22118867698295,1.26406063913596,1.85460076989006,1.85460076989006,FALSE
"gene_40",331.579928962398,0.0386802591959183,0.0684117193992744,0.0445833389438304,0.0445833389438304,FALSE
"gene_41",118.220047717258,0.077298448832825,0.099322597209294,0.0825523340836728,0.0825523340836728,FALSE
"gene_42",1076.42699460706,0.0836732833104233,0.0565602489368193,0.0750025800272708,0.0750025800272708,FALSE
"gene_43",301.924474457755,0.0859701252892275,0.0700939904567396,0.0802593167752181,0.0802593167752181,FALSE
"gene_44",292.502577938006,0.0565374205441756,0.0706998727421539,0.0597069922770005,0.0597069922770005,FALSE
"gene_45",365.841812328408,0.0908894285113533,0.0668077074464664,0.0848158626656695,0.0848158626656695,FALSE
"gene_46",134.417269281517,0.0832705258744793,0.0935340141905701,0.0858993168527424,0.0858993168527424,FALSE
"gene_47",13.9821211642721,0.35917502769812,0.457451617260276,0.384667657544762,0.384667657544762,FALSE
"gene_48",4551.66858030135,0.0503703234446681,0.0525320795037143,0.0500717694867326,0.0500717694867326,FALSE
"gene_49",8.00063628633971,0.548536168865837,0.761112857986608,0.609126608783308,0.609126608783308,FALSE
"gene_50",127.603426122535,0.0597449495211482,0.0957900847126052,0.0681072066238033,0.0681072066238033,FALSE
"gene_51",56.3669056190276,0.17833504898051,0.152036404434534,0.171240504522371,0.171240504522371,FALSE
"gene_52",5699.00243153143,0.0454516682758084,0.0522808918585105,0.0482035832177384,0.0482035832177384,FALSE
"gene_53",1115.81485764249,0.031332282593411,0.056374012934546,0.0350418912286123,0.0350418912286123,FALSE
"gene_54",53.9267491098254,0.182950223931925,0.156595379218292,0.176075144408676,0.176075144408676,FALSE
"gene_55",238.351811738116,0.0366234448851022,0.0751108456714088,0.0443490412158513,0.0443490412158513,FALSE
"gene_56",1572.07195076268,0.0644729484403053,0.0548968683312416,0.0587846151431885,0.0587846151431885,FALSE
"gene_57",3057.67988624719,0.0486769965305247,0.0531417042727219,0.0509740688419905,0.0509740688419905,FALSE
"gene_58",316.231881717613,0.0839008196619409,0.0692429799733646,0.0817134790124537,0.0817134790124537,FALSE
"gene_59",20.6155282482416,0.245621442727738,0.326760201296624,0.265843051346377,0.265843051346377,FALSE
"gene_60",22.8552375392362,0.243601245640259,0.299764824940704,0.258791114396816,0.258791114396816,FALSE
"gene_61",4850.26127639588,0.051731209046515,0.0524552688686719,0.0511710519871449,0.0511710519871449,FALSE
"gene_62",3.40347772545684,0.751502671914543,1.71989510720263,1.05576949005221,1.05576949005221,FALSE
"gene_63",4950.75414164696,0.0654732055285605,0.0524315017421886,0.0569908946379049,0.0569908946379049,FALSE
"gene_64",89.7558077032572,0.0745893988487153,0.114556944259081,0.0838710605688099,0.0838710605688099,FALSE
"gene_65",159.489618221775,0.152765595054828,0.0868922190137397,0.134727774736263,0.134727774736263,FALSE
"gene_66",204.704053625367,0.0552720492368088,0.0790272649073229,0.0605732360955437,0.0605732360955437,FALSE
"gene_67",883.839082429174,0.0505969295534461,0.0577098553683179,0.0521428458971028,0.0521428458971028,FALSE
"gene_68",307.272610001083,0.0616126855266814,0.0697666059076732,0.0634801588153415,0.0634801588153415,FALSE
"gene_69",11.9793109137857,1.24310310697986,0.525358352176588,0.958097642624421,1.24310310697986,TRUE
