"gene","dispGeneEst","dispFit","dispMAP","dispersion"
"gene_0",0.0600407219831174,0.198838645441444,0.0760405950945459,0.0760405950945459
"gene_1",0.255815508248983,0.198838645441444,0.245916436057333,0.245916436057333
"gene_2",0.0804730419898003,0.198838645441444,0.0890922961822552,0.0890922961822552
"gene_3",0.336876802738218,0.198838645441444,0.303411785455474,0.303411785455474
"gene_4",0.108313127761821,0.198838645441444,0.118074024947674,0.118074024947674
"gene_5",0.0660394719680053,0.198838645441444,0.0776021140831802,0.0776021140831802
"gene_6",0.490563980806689,0.198838645441444,0.430306928752414,0.430306928752414
"gene_7",0.0442087181708628,0.198838645441444,0.0558384256434023,0.0558384256434023
"gene_8",0.155091790527166,0.198838645441444,0.161990050142502,0.161990050142502
"gene_9",0.101074707989225,0.198838645441444,0.107072091799885,0.107072091799885
"gene_10",0.238016212111783,0.198838645441444,0.230516657331138,0.230516657331138
"gene_11",0.084489554151497,0.198838645441444,0.0963835988220397,0.0963835988220397
"gene_12",0.0454317363760989,0.198838645441444,0.0552112655314363,0.0552112655314363
"gene_13",0.0577323167245453,0.198838645441444,0.0676007681418123,0.0676007681418123
"gene_14",0.0472976298627813,0.198838645441444,0.0599800280956228,0.0599800280956228
"gene_15",0.0818122300784871,0.198838645441444,0.0950433671499741,0.0950433671499741
"gene_16",0.224736160848644,0.198838645441444,0.219661853423866,0.219661853423866
"gene_17",0.0530698981778661,0.198838645441444,0.0663939086969268,0.0663939086969268
"gene_18",0.220316698510973,0.198838645441444,0.21582248308219,0.21582248308219
"gene_19",0.951027343760751,0.198838645441444,0.733843481025467,0.951027343760751
"gene_20",0.0559224531567721,0.198838645441444,0.0687512411207366,0.0687512411207366
"gene_21",0.288996461095879,0.198838645441444,0.271242687058392,0.271242687058392
"gene_22",1.5303871621881,0.198838645441444,1.06638661695647,1.5303871621881
"gene_23",0.0721637566626738,0.198838645441444,0.0824434410741141,0.0824434410741141
"gene_24",0.0996205487018253,0.198838645441444,0.110474193611101,0.110474193611101
"gene_25",0.16392422191156,0.198838645441444,0.170464700345336,0.170464700345336
"gene_26",0.0874772826603565,0.198838645441444,0.100220437065928,0.100220437065928
"gene_27",0.106860453571471,0.198838645441444,0.118344212751364,0.118344212751364
"gene_28",0.071852639410425,0.198838645441444,0.0830366047222171,0.0830366047222171
