"gene","baseMean","pvalue","padj_filt"
"gene_0",1432.24787154048,0.618350513978543,0.788712390278754
"gene_1",35.0559653331544,0.672266407191548,0.812836934653489
"gene_2",1408.25269317574,0.0355226720172535,0.109637876596461
"gene_3",18.2199776267653,1.44545267526218e-09,1.1118866732786e-08
"gene_4",309.343808039132,0.940526473227018,0.971618257465927
"gene_5",682.711185712467,3.10148370172014e-14,3.44609300191127e-13
"gene_6",28.1816307178182,8.68102923431695e-10,6.88970574152139e-09
"gene_7",374.931456041173,0.643336902776595,0.796209038089846
"gene_8",122.445925387129,0.861738659322046,0.926127618267816
"gene_9",645.5961600014,0.225046555331131,0.421303880607614
"gene_10",23.4866332684796,0.21980472460526,0.414725895481623
"gene_11",197.559014101877,1.40598185521032e-10,1.19151004678841e-09
"gene_12",2463.88873722744,0.345392681194143,0.57569399479407
"gene_13",579.238447805247,3.78008717114763e-57,1.45387968121063e-55
"gene_14",783.232637148187,0.772234577899281,0.867679301010428
"gene_15",83.8175936560077,0.202362880704189,0.398259814465713
"gene_16",19.5080198932122,0.638332709957349,0.791976066944602
"gene_17",166.873136177094,0.209829325133046,0.400437643383675
"gene_18",14.0295869196004,0.23819580923349,0.433083289515436
"gene_19",7.18047516779956,0.580114307055265,0.76462044980506
"gene_20",1657.63255720665,0.863150940225604,0.926127618267816
"gene_21",20.9057402486361,0.8242142831821,0.901766174159847
"gene_22",5.94216709018668,0.140621537734925,0.307033925185426
"gene_23",1081.44383586197,0.594200130422939,0.773684517255812
"gene_24",169.324855443675,0.817804826776988,0.898686622831855
"gene_25",43.9767977150381,0.465660635271632,0.692201800842783
"gene_26",102.669081674228,0.0109814498871473,0.0389413116565506
"gene_27",77.7071665436523,0.938749464456252,0.971618257465927
"gene_28",1250.68988928737,0.213325256624363,0.405561324380919
"gene_29",1614.63094876914,2.56654850321079e-62,1.42586027956155e-60
"gene_30",4.09595308793645,0.378022769798573,0.605805720831046
"gene_31",371.088423148695,0.00185389461677042,0.00766072155690256
"gene_32",731.161479996137,1.03875445966055e-05,5.4671287350555e-05
"gene_33",885.016194038958,1.29975743836044e-13,1.3262831003678e-12
"gene_34",4.36674794771305,0.227689081997525,0.423213907058597
"gene_35",90.150730091408,0.10746539406911,0.263014692195036
"gene_36",5220.97000324183,0.0287104082436403,0.0932156111806503
"gene_37",782.119839689782,0.954961175021395,0.979553145098887
"gene_38",4.82566105991272,0.476234838979835,0.692201800842783
"gene_39",4.68270994720402,0.0131784803054063,0.0457586121715497
"gene_40",331.579928962398,2.14825695153838e-18,3.15920139932115e-17
"gene_41",118.220047717258,0.394731133743134,0.626557355147832
"gene_42",1076.42699460706,0.742406283886076,0.851812944996031
"gene_43",301.924474457755,0.478758951624396,0.693853553078834
"gene_44",292.502577938006,4.49443440279918e-13,4.24003245547093e-12
"gene_45",365.841812328408,1.9464705376425e-13,1.90830444866912e-12
"gene_46",134.417269281517,1.82175547142047e-33,3.96033798134884e-32
"gene_47",13.9821211642721,0.225818880005681,0.421303880607614
"gene_48",4551.66858030135,0.0013071490408629,0.00583548678956651
"gene_49",8.00063628633971,0.722908407458872,0.84451916759214
"gene_50",127.603426122535,1.80757507224815e-09,1.34893662108071e-08
"gene_51",56.3669056190276,0.676307753501765,0.812836934653489
"gene_52",5699.00243153143,0.598831816355999,0.773684517255812
"gene_53",1115.81485764249,0.258467754914147,0.461549562346691
"gene_54",53.9267491098254,0.242201175099995,0.438770244746368
"gene_55",238.351811738116,0.653922329703752,0.801375404048716
"gene_56",1572.07195076268,0.122677178760997,0.27953154386269
"gene_57",3057.67988624719,9.17633587174518e-61,3.82347327989383e-59
"gene_58",316.231881717613,0.0793717070118189,0.212223815539623
"gene_59",20.6155282482416,0.439916949189912,0.676795306446018
"gene_60",22.8552375392362,0.118578369183233,0.274848247635987
"gene_61",4850.26127639588,0.07560285065803,0.205442528962038
"gene_62",3.40347772545684,0.000566861292644922,0.00264888454506973
"gene_63",4950.75414164696,0.98115091065454,0.98509127575757
"gene_64",89.7558077032572,0.110674889181908,0.266031766810866
"gene_65",159.489618221775,2.60730650471276e-28,5.01405097060146e-27
"gene_66",204.704053625367,0.121992855779424,0.27953154386269
"gene_67",883.839082429174,1.40591496943357e-07,8.46936728574438e-07
"gene_68",307.272610001083,0.97251950683585,0.984722987874206
