"gene","dispGeneEst","dispFit","dispMAP","dispersion"
"gene_0",0.0600407219831174,0.0528523199380264,0.0619525434664897,0.0619525434664897
"gene_1",0.255815508248983,0.197028485508696,0.239435811348675,0.239435811348675
"gene_2",0.0804730419898003,0.0529042191994143,0.0718331122510431,0.0718331122510431
"gene_3",0.336876802738218,0.325595684589791,0.333312997859887,0.333312997859887
"gene_4",0.108313127761821,0.0660137809789187,0.0971544636367207,0.0971544636367207
"gene_5",0.0660394719680053,0.0559124462073723,0.0636442888840357,0.0636442888840357
"gene_6",0.490563980806689,0.230671532041127,0.410392211733372,0.490563980806689
"gene_7",0.0442087181708628,0.0627809055351513,0.0480764470650694,0.0480764470650694
"gene_8",0.155091790527166,0.0946149376603071,0.139992653588565,0.139992653588565
"gene_9",0.101074707989225,0.0563388955929093,0.0863104607660526,0.0863104607660526
"gene_10",0.238016212111783,0.265202454904727,0.245512216222809,0.245512216222809
"gene_11",0.084489554151497,0.076613758948145,0.0825223146826126,0.0825223146826126
"gene_12",0.0454317363760989,0.0512935049445643,0.0457558991113387,0.0457558991113387
"gene_13",0.0577323167245453,0.0573123320796858,0.0561257135081908,0.0561257135081908
"gene_14",0.0472976298627813,0.05504507413909,0.0499459912000408,0.0499459912000408
"gene_15",0.0818122300784871,0.115144602167669,0.0896971666714078,0.0896971666714078
"gene_16",0.224736160848644,0.307806811500938,0.246724606180853,0.246724606180853
"gene_17",0.0530698981778661,0.0821009793601146,0.0596320144558226,0.0596320144558226
"gene_18",0.220316698510973,0.406419262975685,0.267736740569706,0.267736740569706
"gene_19",0.951027343760751,0.755137973435521,0.893567921796949,0.893567921796949
"gene_20",0.0559224531567721,0.052366625644851,0.0563082964303886,0.0563082964303886
"gene_21",0.288996461095879,0.290989794101925,0.289549009975734,0.289549009975734
"gene_22",1.5303871621881,0.912344423379741,1.31956346151239,1.31956346151239
"gene_23",0.0721637566626738,0.0537015264820183,0.0669611253105769,0.0669611253105769
"gene_24",0.0996205487018253,0.0815919809294831,0.0950597465747617,0.0950597465747617
"gene_25",0.16392422191156,0.169025975212345,0.166348194385266,0.166348194385266
"gene_26",0.0874772826603565,0.103364520511559,0.0913896914872989,0.0913896914872989
"gene_27",0.106860453571471,0.120057051622146,0.110162587651146,0.110162587651146
"gene_28",0.071852639410425,0.0532576645763696,0.0673253754051091,0.0673253754051091
"gene_29",0.045165201686969,0.05245882224712,0.0455059791586453,0.0455059791586453
"gene_30",1.27645929945432,1.34847263360119,1.29667363234233,1.29667363234233
"gene_31",0.123513978387214,0.0629389776514557,0.106945568440165,0.123513978387214
"gene_32",0.0269059806342838,0.0554499874027433,0.0330921837407042,0.0330921837407042
"gene_33",0.0722899524170068,0.0544468139238523,0.0663560220570821,0.0663560220570821
"gene_34",1.76455719132882,1.2584977793399,1.58980099943618,1.58980099943618
"gene_35",0.142599249624642,0.110690397819254,0.135558819555742,0.135558819555742
"gene_36",0.0699241429387667,0.0507021903703459,0.0652851816974653,0.0652851816974653
"gene_37",0.0317068446668839,0.0550528982413655,0.0374632217475988,0.0374632217475988
"gene_38",0.821486756812215,1.13163349939284,0.91197214109149,0.91197214109149
"gene_39",2.22118867698295,1.16817376663341,1.80877408579593,2.22118867698295
"gene_40",0.0386802591959183,0.0647744886331114,0.0439391747763861,0.0439391747763861
"gene_41",0.077298448832825,0.0962578565909326,0.0818681249211722,0.0818681249211722
"gene_42",0.0836732833104233,0.0537165718015438,0.0741982225113558,0.0741982225113558
"gene_43",0.0859701252892275,0.0664682767114418,0.0793011121331598,0.0793011121331598
"gene_44",0.0565374205441756,0.0670791512163033,0.0589368083678058,0.0589368083678058
"gene_45",0.0908894285113533,0.0631600691400099,0.0838079467071375,0.0838079467071375
"gene_46",0.0832705258744793,0.0904827560939557,0.0851366882865869,0.0851366882865869
"gene_47",0.35917502769812,0.407618642517074,0.372295319081354,0.372295319081354
"gene_48",0.0503703234446681,0.0506831093717309,0.0496807924586114,0.0496807924586114
"gene_49",0.548536168865837,0.679725031074202,0.587487813640249,0.587487813640249
"gene_50",0.0597449495211482,0.092746526265147,0.0674808239400673,0.0674808239400673
"gene_51",0.17833504898051,0.144582587523688,0.169082096920586,0.169082096920586
"gene_52",0.0454516682758084,0.0507419494436067,0.0478816778701976,0.0478816778701976
"gene_53",0.031332282593411,0.0536021142969493,0.0345962303624116,0.0345962303624116
"gene_54",0.182950223931925,0.148537399163492,0.173820497724486,0.173820497724486
"gene_55",0.0366234448851022,0.0715517895309563,0.043742662974269,0.043742662974269
"gene_56",0.0644729484403053,0.0525512635958612,0.0582283877601714,0.0582283877601714
"gene_57",0.0486769965305247,0.0509424355501184,0.0504764448681216,0.0504764448681216
"gene_58",0.0839008196619409,0.0656111216551068,0.0807207196844919,0.0807207196844919
"gene_59",0.245621442727738,0.294293991765273,0.258203289853132,0.258203289853132
"gene_60",0.243601245640259,0.270964253641544,0.251267478811381,0.251267478811381
"gene_61",0.051731209046515,0.0506853069881586,0.0507952837756139,0.0507952837756139
"gene_62",0.751502671914543,1.65386142607762,1.03916519498362,1.03916519498362
"gene_63",0.0654732055285605,0.050688472596334,0.0565773306478662,0.0565773306478662
"gene_64",0.0745893988487153,0.110951527458901,0.083126810259346,0.083126810259346
"gene_65",0.152765595054828,0.0837238780629103,0.133660063019791,0.133660063019791
"gene_66",0.0552720492368088,0.0755741103450809,0.0598718939698453,0.0598718939698453
"gene_67",0.0505969295534461,0.0544526198682187,0.0514577217871987,0.0514577217871987
"gene_68",0.0616126855266814,0.0661384244211953,0.0626695688997224,0.0626695688997224
"gene_69",1.24310310697986,0.467192219713541,0.92512071577639,1.24310310697986
"gene_70",0.077180403065637,0.0645883534615074,0.072980199966776,0.072980199966776
"gene_71",0.0705349146559266,0.0631400335311624,0.0687782138624295,0.0687782138624295
"gene_72",0.039623847614568,0.0580781455476065,0.0434826496557562,0.0434826496557562
"gene_73",0.304484934030316,0.156258867616057,0.259289600780697,0.304484934030316
"gene_74",1.25964510448386,1.37594599511915,1.29450584345837,1.29450584345837
"gene_75",0.103497171205208,0.126741845921341,0.109182449828153,0.109182449828153
"gene_76",0.115218537159344,0.259364419090967,0.151881328213909,0.151881328213909
"gene_77",0.141642868489586,0.215188494976601,0.161548580559753,0.161548580559753
"gene_78",0.446302748544414,0.251320582052232,0.389798303757145,0.389798303757145
"gene_79",0.105474842630028,0.123020373411741,0.109918081388754,0.109918081388754
"gene_80",0.089130207455963,0.105367032519429,0.0930582408717955,0.0930582408717955
"gene_81",0.0582478801075736,0.0552064581112289,0.0574898341736433,0.0574898341736433
"gene_82",0.0452658314098813,0.0533645391693777,0.0473848318131522,0.0473848318131522
"gene_83",0.21066692306117,0.201635117615479,0.208264162349706,0.208264162349706
"gene_84",0.0893826159407398,0.10285142910192,0.0926486752201612,0.0926486752201612
"gene_85",0.0756429360786864,0.0712792693970457,0.0745720542987037,0.0745720542987037
"gene_86",0.0427055296633019,0.0512097323305499,0.0440881638845454,0.0440881638845454
"gene_87",0.0863207625892752,0.0895199763678388,0.0854776471662717,0.0854776471662717
"gene_88",0.716017398356535,2.21161901890993,1.15101756240854,1.15101756240854
"gene_89",0.0605882878024391,0.0694929510040479,0.0626439344444197,0.0626439344444197
"gene_90",0.123764526426665,0.0964808517502966,0.11642652012012,0.11642652012012
"gene_91",0.0541872693294834,0.050707548222082,0.0595042632715739,0.0595042632715739
"gene_92",0.0632404655854592,0.0683222331235933,0.0653430821044368,0.0653430821044368
"gene_93",0.151668109488756,0.285076191835652,0.193098097423488,0.193098097423488
"gene_94",0.169917630780422,0.0898721602331004,0.147073216633415,0.147073216633415
"gene_95",0.0874816640371076,0.142217065513478,0.101167571909934,0.101167571909934
"gene_96",0.0720079860351317,0.0723339105011984,0.0720764266418288,0.0720764266418288
"gene_97",0.121541033437752,0.0709174633293987,0.107993222778879,0.107993222778879
"gene_98",0.0361597790325566,0.0543738837298875,0.0416739560791037,0.0416739560791037
"gene_99",0.0839916724243478,0.0641701729142817,0.0790302374256924,0.0790302374256924
"gene_100",0.110565642551217,0.123285399295134,0.11481698481258,0.11481698481258
"gene_101",0.202353076188332,0.254863921393138,0.216881126512531,0.216881126512531
"gene_102",0.0393326211874597,0.0575551392037738,0.0428667322617564,0.0428667322617564
"gene_103",0.0742790208504594,0.0902538040604903,0.078080982574324,0.078080982574324
"gene_104",0.0571926957376514,0.0715223008099633,0.0604967736278723,0.0604967736278723
"gene_105",0.0403401473067925,0.0528044336558018,0.0451543022287728,0.0451543022287728
"gene_106",0.043712028759598,0.0506837736987953,0.0472375250743545,0.0472375250743545
"gene_107",0.167653824144529,0.273090696003036,0.194389401728395,0.194389401728395
"gene_108",0.0669857282326969,0.050689856667665,0.059721055339947,0.059721055339947
"gene_109",0.265905270600612,0.120166471191806,0.223115008651818,0.265905270600612
"gene_110",0.114583206603627,0.0674513948176263,0.102007740093105,0.102007740093105
"gene_111",0.0518485483882149,0.0633480741043083,0.0544263698971954,0.0544263698971954
"gene_112",0.0432864967922017,0.116689798247377,0.0589115515724397,0.0589115515724397
"gene_113",0.0396064958765635,0.0525721901430584,0.0436563557870677,0.0436563557870677
"gene_114",0.124677662088329,0.18353193716471,0.140292251890065,0.140292251890065
"gene_115",0.0712759521312434,0.0578877565016642,0.0680212819098035,0.0680212819098035
"gene_116",0.0491523097322139,0.082649819572765,0.056678540456887,0.056678540456887
"gene_117",0.23392735517735,0.132493101166673,0.203709102818172,0.203709102818172
"gene_118",0.0558540308760492,0.053325763423836,0.0559255067419305,0.0559255067419305
"gene_119",0.724451648706769,0.990781678341388,0.804686607285317,0.804686607285317
"gene_120",0.263138596127107,0.143904243994534,0.230017950603259,0.230017950603259
"gene_121",0.43309403021992,0.873901129947835,0.561210019445029,0.561210019445029
"gene_122",0.0688427128105402,0.0694586594321461,0.0689851530866434,0.0689851530866434
"gene_123",0.0688150280624415,0.0695586134194911,0.0690496669640996,0.0690496669640996
"gene_124",0.56554298941304,0.208200319839335,0.44812970336276,0.56554298941304
"gene_125",0.0578698175898858,0.0579016214810198,0.05610917830738,0.05610917830738
"gene_126",0.365715755563967,0.287279101919827,0.343524884029718,0.343524884029718
"gene_127",0.0881432177176729,0.0584867515447086,0.08162477069275,0.08162477069275
"gene_128",0.107880232124311,0.0833000096362025,0.101317340171857,0.101317340171857
"gene_129",0.0478708315208648,0.0522390399946492,0.0475449239635793,0.0475449239635793
"gene_130",0.213890257146242,0.137859337289892,0.191223996690874,0.191223996690874
"gene_131",0.0978389796203515,0.0828011928278754,0.0940838085750994,0.0940838085750994
"gene_132",0.175342340885082,0.140825041526572,0.166288598702919,0.166288598702919
"gene_133",0.392187356117598,0.527226365112956,0.427860852496868,0.427860852496868
"gene_134",0.0614068376346703,0.0760457321038412,0.0661689119969686,0.0661689119969686
"gene_135",0.0453796408751081,0.0507165235976744,0.0493972536208083,0.0493972536208083
"gene_136",0.208682407284088,0.0995928370626581,0.176438023769457,0.208682407284088
"gene_137",0.102572728161171,0.107913233706466,0.103876912655147,0.103876912655147
"gene_138",0.0910121004689942,0.0571014784371468,0.0824165751878498,0.0824165751878498
"gene_139",0.0680080588531143,0.0800115270085725,0.07226867055407,0.07226867055407
"gene_140",0.0501369590293351,0.0507114911563559,0.0533977938813885,0.0533977938813885
"gene_141",0.044357740833775,0.0563043802160915,0.047551760737197,0.047551760737197
"gene_142",0.0541061558433316,0.0506825653573427,0.0544507545937455,0.0544507545937455
"gene_143",0.0530985151587077,0.0646895231136093,0.0569081392295184,0.0569081392295184
"gene_144",0.511879676118872,0.470509371503634,0.500020670174982,0.500020670174982
"gene_145",0.0722514019785509,0.0572301326758416,0.0690990700271385,0.0690990700271385
"gene_146",0.223977471222237,0.244506876504841,0.229507584406435,0.229507584406435
