"gene","pvalue_cf","padj_cf"
"gene_0",0.618350513978538,0.788712390278747
"gene_1",0.67226640719155,0.812836934653477
"gene_2",0.0355226720172541,0.109637876596463
"gene_3",1.44545267526222e-09,1.11188667327863e-08
"gene_4",0.940526473227018,0.971618257465928
"gene_5",3.10148370171995e-14,3.44609300191105e-13
"gene_6",8.68102923431695e-10,6.88970574152139e-09
"gene_7",0.643336902776593,0.796209038089843
"gene_8",0.861738659322046,0.926127618267806
"gene_9",0.225046555331136,0.421303880607613
"gene_10",0.219804724605261,0.414725895481625
"gene_11",1.40598185521032e-10,1.19151004678841e-09
"gene_12",0.345392681194143,0.575693994794068
"gene_13",3.7800871711487e-57,1.45387968121104e-55
"gene_14",0.772234577899285,0.867679301010432
"gene_15",0.202362880704187,0.398259814465716
"gene_16",0.638332709957349,0.791976066944602
"gene_17",0.209829325133046,0.400437643383675
"gene_18",0.23819580923349,0.433083289515436
"gene_19",0.580114307055263,0.764620449805062
"gene_20",0.863150940225595,0.926127618267806
"gene_21",0.824214283182102,0.901766174159849
"gene_22",0.140621537734925,0.307033925185426
"gene_23",0.594200130422939,0.773684517255828
"gene_24",0.817804826776985,0.898686622831852
"gene_25",0.465660635271633,0.692201800842783
"gene_26",0.0109814498871477,0.038941311656552
"gene_27",0.938749464456252,0.971618257465928
"gene_28",0.213325256624368,0.405561324380928
"gene_29",2.56654850321002e-62,1.42586027956112e-60
"gene_30",0.378022769798573,0.605805720831047
"gene_31",0.00185389461677043,0.0076607215569026
"gene_32",1.03875445966036e-05,5.46712873505454e-05
"gene_33",1.29975743836065e-13,1.32628310036801e-12
"gene_34",0.227689081997525,0.423213907058596
"gene_35",0.10746539406911,0.26301469219504
"gene_36",0.0287104082436403,0.0932156111806503
"gene_37",0.954961175021408,0.979553145098889
"gene_38",0.476234838979835,0.692201800842783
"gene_39",0.0131784803054063,0.0457586121715497
"gene_40",2.14825695153804e-18,3.15920139932065e-17
"gene_41",0.394731133743132,0.626557355147829
"gene_42",0.742406283886082,0.851812944996025
"gene_43",0.478758951624401,0.693853553078841
"gene_44",4.49443440279942e-13,4.24003245547115e-12
"gene_45",1.94647053764257e-13,1.90830444866919e-12
"gene_46",1.82175547142031e-33,3.9603379813485e-32
"gene_47",0.22581888000568,0.421303880607613
"gene_48",0.00130714904086293,0.00583548678956665
"gene_49",0.722908407458872,0.84451916759214
"gene_50",1.80757507224815e-09,1.34893662108071e-08
"gene_51",0.676307753501767,0.812836934653477
"gene_52",0.598831816356011,0.773684517255828
"gene_53",0.258467754914154,0.461549562346703
"gene_54",0.242201175099994,0.438770244746366
"gene_55",0.653922329703754,0.801375404048719
"gene_56",0.122677178760989,0.27953154386269
"gene_57",9.17633587174679e-61,3.8234732798945e-59
"gene_58",0.0793717070118189,0.212223815539623
"gene_59",0.439916949189912,0.676795306446019
"gene_60",0.118578369183233,0.27484824763599
"gene_61",0.0756028506580305,0.205442528962039
"gene_62",0.000566861292644919,0.00264888454506972
"gene_63",0.981150910654548,0.985091275757578
"gene_64",0.110674889181908,0.266031766810866
"gene_65",2.60730650471276e-28,5.01405097060146e-27
"gene_66",0.121992855779424,0.27953154386269
"gene_67",1.40591496943357e-07,8.46936728574438e-07
"gene_68",0.972519506835848,0.98472298787421
"gene_69",5.93194862846256e-06,3.1552918236503e-05
"gene_70",0.441883258292924,0.677735058731479
"gene_71",0.202588386103986,0.398259814465716
"gene_72",0.0170415750948701,0.0583615585440755
"gene_73",3.62343028286166e-13,3.48406757967467e-12
"gene_74",0.974983202441241,0.98472298787421
"gene_75",0.973759689010325,0.98472298787421
"gene_76",0.289689644055988,0.504685791038307
"gene_77",0.558483852200917,0.754707908379618
"gene_78",0.924585802596112,0.967139960874594
"gene_79",0.106665695662457,0.26301469219504
"gene_80",0.16638147943717,0.347018902076454
"gene_81",0.231656578647799,0.427410661711805
"gene_82",0.865660311511138,0.926831168641476
"gene_83",0.903376818650068,0.949787931359621
"gene_84",0.0405094895882972,0.12128589697095
"gene_85",7.88507661008769e-08,4.99055481651119e-07
"gene_86",0.815908069563167,0.898577169122431
"gene_87",0.0741053311205571,0.202473582296604
"gene_88",0.731010826691759,0.846788360844737
"gene_89",0.0834518471037938,0.216196495087549
"gene_90",0.00317991170524596,0.0125193374222282
"gene_91",0.676547520760593,0.812836934653477
"gene_92",0.0105452008114996,0.0376614314696416
"gene_93",8.24494864080893e-12,7.23241108842888e-11
"gene_94",6.48970560497768e-16,8.53908632233906e-15
"gene_95",0.347817651037212,0.575693994794068
"gene_96",0.472800713267558,0.692201800842783
"gene_97",0.162043281114079,0.341863462265989
"gene_98",0.00114049517801421,0.00513736566673068
"gene_99",0.663172032259256,0.806778628052623
"gene_100",0.0774269676384882,0.209262074698617
"gene_101",0.00173878100936588,0.00724492087235783
"gene_102",0.159226641762246,0.338780088855843
"gene_103",0.343687997036999,0.575693994794068
"gene_104",0.151315660603351,0.326111337507221
"gene_105",0.0779613993117386,0.209573654063813
"gene_106",0.118734442978748,0.27484824763599
"gene_107",0.631792225537829,0.789740281922287
"gene_108",0.630545682018795,0.789740281922287
"gene_109",1.13618661941778e-13,1.20870916959338e-12
"gene_110",0.550788111166851,0.746325353884622
"gene_111",1.89356283577796e-13,1.89356283577796e-12
"gene_112",0.475113182014669,0.692201800842783
"gene_113",3.96210972516117e-69,3.30175810430098e-67
"gene_114",0.907063806603685,0.950800635852919
"gene_115",0.0626298043344999,0.175926416669944
"gene_116",0.264861319087476,0.471283485920776
"gene_117",9.54301541868327e-14,1.03728428463949e-12
"gene_118",1.98456946899569e-70,2.38787530132832e-68
"gene_119",0.380077959266445,0.607153289563011
"gene_120",0.209290397301549,0.400437643383675
"gene_121",0.938767450398483,0.971618257465928
"gene_122",0.0577540764218103,0.165678517709034
"gene_123",0.233716248867562,0.428051737852677
"gene_124",0.000130872200730978,0.000641530395740091
"gene_125",0.0901864033882557,0.230067355582285
"gene_126",0.658976006605003,0.805594140103916
"gene_127",0.458972713177772,0.689642842862581
"gene_128",7.90979240732125e-31,1.64787341819193e-29
"gene_129",8.38808858913424e-63,5.2425553682089e-61
"gene_130",8.00551167675314e-15,9.53037104375373e-14
"gene_131",0.0224012697300389,0.0746708991001297
"gene_132",0.957056701224497,0.979553145098889
"gene_133",0.0174294584729827,0.0591062135403236
"gene_134",0.232897848557396,0.428051737852677
"gene_135",0.512700123305989,0.71806739958822
"gene_136",1.00395061223668e-21,1.61927518102691e-20
"gene_137",0.649241486119302,0.799324322281837
"gene_138",0.467189744997445,0.692201800842783
"gene_139",0.875559857965053,0.931446657409631
"gene_140",0.990769552861968,0.992755062987944
"gene_141",0.0367993155478704,0.112193035206922
"gene_142",0.0311615133784506,0.0992404884664033
"gene_143",0.663020084997981,0.806778628052623
"gene_144",0.516430213586503,0.721271248025842
"gene_145",3.67905751465592e-12,3.34459774059629e-11
"gene_146",0.27824784561134,0.488154115107614
"gene_147",0.0145011187085037,0.0500038576155299
"gene_148",0.0020168822810665,0.00823470109795913
"gene_149",2.03874184212882e-07,1.21353681079097e-06
"gene_150",0.976845203971216,0.98472298787421
"gene_151",0.936074555901362,0.971618257465928
"gene_152",0.0122015591264541,0.0429632363607538
"gene_153",0.480887328871433,0.69492388565236
"gene_154",0.929881143115519,0.970648374859624
"gene_155",0.127121742857148,0.286310231660243
"gene_156",0.0335914489158161,0.105633487156654
