"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","dispersion","log2FoldChange_apeglm","lfcSE_apeglm"
"gene_0",1432.24787154048,0.0660044936053079,0.13248874077748,0.498189455330131,0.618350513978538,0.788712390278747,0.0625515052193899,0.0622928449393268,0.128546472927234
"gene_1",35.0559653331544,-0.116397914243458,0.275146649689831,-0.423039547727265,0.67226640719155,0.812836934653477,0.244231861879385,-0.0914101148176192,0.244853963010193
"gene_2",1408.25269317574,-0.299704246364345,0.142556814325053,-2.10234949331128,0.0355226720172541,0.109637876596463,0.072505795801677,-0.282275165605518,0.139237480300222
"gene_3",18.2199776267653,-2.10616368501496,0.34810697455342,-6.05033463554393,1.44545267526222e-09,1.11188667327863e-08,0.344990615671685,-1.99975248318944,0.354259845915103
"gene_4",309.343808039132,-0.012522102060871,0.167838213942171,-0.0746081703728423,0.940526473227018,0.971618257465928,0.0982671174765754,-0.0109161103402997,0.159861764791117
"gene_5",682.711185712467,-1.02964454830597,0.13558636402201,-7.59401253756479,3.10148370171995e-14,3.44609300191105e-13,0.0645502638089417,-1.0057844103207,0.136061843718276
"gene_6",28.1816307178182,2.40541863084886,0.392276518657774,6.13194651334042,8.68102923431695e-10,6.88970574152139e-09,0.490563980806689,2.28420881207433,0.401101392252294
"gene_7",374.931456041173,0.0553199322557088,0.11947160811685,0.463038316196453,0.643336902776593,0.796209038089843,0.0487635470139828,0.0528071887676036,0.116537799364073
"gene_8",122.445925387129,-0.0354313308885674,0.203439688775872,-0.174161350234869,0.861738659322046,0.926127618267806,0.140955870793664,-0.030573664145893,0.189769902020762
"gene_9",645.5961600014,0.19068230338279,0.157170708579117,1.21321781333577,0.225046555331136,0.421303880607613,0.0874577959249583,0.176136065839573,0.151564143250358
"gene_10",23.4866332684796,-0.351697526796984,0.286620946848777,-1.2270475366985,0.219804724605261,0.414725895481625,0.252681217716307,-0.278928235658047,0.261976513011541
"gene_11",197.559014101877,1.008294708919,0.157171703405953,6.41524324715568,1.40598185521032e-10,1.19151004678841e-09,0.0833923038390826,0.977128782120398,0.157999943176343
"gene_12",2463.88873722744,-0.107334759319253,0.113754658432266,-0.943563637731497,0.345392681194143,0.575693994794068,0.0462198308653948,-0.102478975907332,0.111322660020917
"gene_13",579.238447805247,2.04984603395972,0.128659531330141,15.9323294027848,3.7800871711487e-57,1.45387968121104e-55,0.0569758511197616,2.03564750720301,0.129005845180265
"gene_14",783.232637148187,-0.0347561437187319,0.120075169409855,-0.289453214095398,0.772234577899285,0.867679301010432,0.0506726817722923,-0.0326603238399041,0.117086554763891
"gene_15",83.8175936560077,-0.215095200241497,0.168722169863739,-1.27484847080386,0.202362880704187,0.398259814465716,0.0905199868929336,-0.196025512417625,0.162248043947783
"gene_16",19.5080198932122,-0.137063297269373,0.291604664471307,-0.470031223670152,0.638332709957349,0.791976066944602,0.254697173679907,-0.104962810167874,0.257407228274493
"gene_17",166.873136177094,0.170051551114807,0.135603524946874,1.25403488723047,0.209829325133046,0.400437643383675,0.0602643282699533,0.160052088848416,0.131840680238468
"gene_18",14.0295869196004,-0.367783882993431,0.311811170698502,-1.17950836132504,0.23819580923349,0.433083289515436,0.277769350259937,-0.281113329800878,0.281141525849491
"gene_19",7.18047516779956,0.299922415843344,0.542141697997754,0.55321776013729,0.580114307055263,0.764620449805062,0.920231432259281,0.149457163783225,0.388734635171451
