"","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29"
"gene_0",1313.91844697215,1006.08487225941,1552.0146178658,2005.15654338984,1948.00567756041,1322.16734608448,1316.31615292986,1354.17502615817,1675.01885817523,1730.10903194083,1443.18237333852,1650.03324389912,1317.89646554629,1467.57342619739,1615.61911316643,2806.03422550014,1339.84899415371,1192.6199052821,1541.81949807636,1293.16841469957,1515.66369181438,1523.2474786452,1801.30915529057,1152.37034476912,1095.56060216323,1886.33156170454,1448.84885282789,1137.07326487999,1101.8405425943,1274.88008838051
"gene_1",34.2950791293448,26.2601993179143,40.509716757737,52.3373444377371,50.8456282125425,34.5103867448511,34.3576625535581,35.3458312303163,43.7202966566476,45.1582259839165,37.6690454462956,43.0681377493205,34.3989108870103,38.3056854826469,42.1698815909074,64.5427947939257,30.8184404518791,27.4319611337079,35.4640504984857,29.7447204547421,34.862429598464,35.0368675268165,41.4326832202543,26.506163757066,25.1994585408621,43.3883199976654,33.325592876123,26.1543090721665,25.3439061398534,29.3240628298248
"gene_2",1458.61777874518,1116.88307975727,1722.93502668164,2225.98060792554,2162.53582627902,1467.77511337888,1461.27953948549,1503.30773819244,1859.48548929964,1920.6426387969,1602.11729470287,1831.74825699274,1463.03388891533,1629.19448767801,1793.54416370031,2417.5571877937,1154.35568708971,1027.50950010479,1328.36469918346,1114.13772774903,1305.82999277947,1312.3638540549,1551.92971498241,992.832227304828,943.887421027885,1625.1813267702,1248.26523010652,979.652927814413,949.297944887535,1098.38130028154
"gene_3",27.7921377037727,21.280810369891,32.828372322037,42.4132767904524,41.2044158168649,27.9666192635397,27.8428542260221,28.6436489941415,35.4301706244395,36.5954436282145,30.5263415274446,34.9016723495466,27.8762811605112,31.0422635782811,34.173741127877,13.1691798671089,6.28813156961057,5.59716125449433,7.23601234377821,6.0690519370295,7.11325884558383,7.14885080377923,8.45383995915566,5.40826345091422,5.1416459906629,8.85286408816477,6.79968582341294,5.33647174050997,5.17111878338225,5.98322181543816
"gene_4",291.812097713386,223.444413714015,344.691592058041,445.331244506619,432.638436910946,293.644120514605,292.344611437379,300.7528024018,372.009973556566,384.245115857051,320.520711705802,366.460843371683,292.695587817006,325.937793958196,358.817705623498,590.186111985386,281.807064689728,250.840741206343,324.287012141043,271.988855972636,318.785727280253,320.380806065512,378.864818249013,242.375152507387,230.426502413682,396.747366871226,304.732730461464,239.157756218186,231.747346469266,268.142318354926
"gene_5",860.032904668406,658.538661228294,1015.88012784727,1312.48679117067,1275.07836201217,865.432269202971,861.602336944894,886.383080974363,1096.39326344075,1132.45285471257,944.643353907396,1080.03878537529,862.636739691066,960.608658364819,1057.5128174327,859.441647161574,410.373478704808,365.279655721462,472.233687319475,396.075993046245,464.222598569254,466.545386433483,551.711056622703,352.951884281452,335.552004295552,577.752006640351,443.758323846037,348.2666429479,337.475445677383,390.474582645528
"gene_6",8.40932621052903,6.43913319415258,9.93318667168368,12.8333805765491,12.467604241586,8.46212072275555,8.4246719814951,8.66697592027727,10.7204370405509,11.0730245571181,9.23663975238056,10.5605243903385,8.43478628070203,9.39274709723226,10.340267454111,90.890727833455,43.3992747340235,38.6303524863229,49.9413353887353,41.8872362122844,49.094118256949,49.3397659751852,58.3465086382702,37.3266221836927,35.4864882300307,61.1004837433813,46.9299075390719,36.8311318891644,35.6899028396402,41.294855950173
"gene_7",345.265990681669,264.374772217386,407.831906024853,526.906644792694,511.888779449236,347.433601868356,345.896049818718,355.844446084396,440.154445514536,454.630810821561,379.233424276299,433.588830361093,346.311317754377,385.64280306879,424.545629111995,731.917248677393,349.48204855533,311.079270473398,402.163407250697,337.306031252956,395.341008014709,397.319139407878,469.847883171376,300.580700169649,285.76262342336,492.02486348506,377.9132330156,296.590657381323,287.400663572835,332.535761040027
"gene_8",116.425344181855,89.1484382450731,137.522870218235,177.675441912422,172.611345856982,117.15627304619,116.637803137749,119.992449962367,148.422185199963,153.303684852,127.879325326715,146.208228353255,116.777833472742,130.040598524907,143.158817619654,231.759133528802,110.662314494455,98.502204059224,127.343689426418,106.806819594001,125.183399669102,125.809768317355,148.775750934838,95.1778671054429,90.4857729739152,155.798017114618,119.664953368749,93.9144334849945,91.0044528744282,105.296329585404
"gene_9",565.84043426289,433.27156440833,668.376813933378,863.522885983829,838.910802323731,569.392831800703,566.873008988873,583.176974670742,721.34872624137,745.073370582109,621.508087303476,710.588643783517,567.553572367227,632.012121228563,695.768160272199,1317.49899545684,629.090581939262,559.963065629015,723.920478742311,607.172953145117,711.63971318273,715.200479277656,845.756969403868,541.064951321808,514.391442447525,885.676986780619,680.268576492256,533.882612915454,517.340022024453,598.586154261844
"gene_10",24.7396669227337,18.9434927967233,29.2227609664024,37.7549345819148,36.6788454317669,24.8949847942413,24.7848131393114,25.4976548806666,31.5387981164642,32.5760866580913,27.1735672084007,31.0683459537176,24.8145687210634,27.632824421064,30.4203649974229,39.5528301897729,18.8860204426958,16.8107331570977,21.7329226552202,18.2280281005031,21.3642399947753,21.4711382749135,25.3905937750251,16.2433901012946,15.4426207870804,26.589038459932,20.4224425082822,16.0277680686923,15.5311405261538,17.970242554347
"gene_11",122.974198391126,94.1629832236925,145.25844732843,187.669576555776,182.320628202909,123.746241555818,123.198608032993,126.741951684169,156.770842093583,161.926923107337,135.072458950923,154.432351532016,123.346514988452,137.355302441056,151.211413314783,504.656851151512,240.967828639943,214.489117969688,277.29161885206,232.572466237313,272.587575434646,273.9514967821,323.960056509041,207.250355062191,197.033293004402,339.25108165345,260.571126758897,204.499221060151,198.16272148199,229.28336552388
"gene_12",2398.77539366123,1836.77429986019,2833.45932505804,3660.74484136099,3556.40648535877,2413.83512302346,2403.15280237015,2472.27043576748,3058.02390564535,3158.60012753035,2634.76806624317,3012.40853517914,2406.03792437093,2679.29796652593,2949.57984882798,4542.90677269945,2169.185612428,1930.82500410221,2496.17134974279,2093.61079633039,2453.82568327402,2466.10366486219,2916.27931225126,1865.66186411234,1773.68815898278,3053.92869030201,2345.65395044548,1840.89623324464,1783.85524235518,2064.00240426546
"gene_13",211.547893670647,161.985042580722,249.88264995607,322.840922289774,313.63932738445,212.876010523208,211.933937147063,218.029418115953,269.686990179758,278.556802647131,232.360076811404,265.664172717718,212.188375926058,236.287166706971,260.123313704904,1787.01858689075,853.280774133395,759.518155005803,981.905379362198,823.552318801915,965.248094315381,970.077817311107,1147.16096902453,733.885284209984,697.706086882087,1201.30735796846,922.697166723722,724.143362376456,701.705457300635,811.905426273559
"gene_14",744.036967586128,569.719025724306,878.864477918918,1135.46666272726,1103.10365191435,748.708099113054,745.394724510882,766.83319453003,948.518498053091,979.714593919476,817.235680956462,934.36981118283,746.289613390536,831.047683556142,914.882006950024,1481.79148114738,707.538349859929,629.79061332683,814.193560774999,682.88758675035,800.38138038556,804.386174988071,951.22309520177,608.535898987971,578.536196249286,996.121149682344,765.098254354989,600.457921014589,581.852464507283,673.230011693795
"gene_15",84.3319089981141,64.5740670490471,99.6137589963951,128.698002173425,125.029858517023,84.8613523672049,84.4858022028985,86.9157178945597,107.508603934497,111.044485123621,92.6285226122911,105.904939297434,84.5872322270104,94.1940262056096,103.696119299597,148.216667937966,70.7717502690481,62.9950079977727,81.4399719326065,68.3060497864129,80.0584041612115,80.4589850251942,95.1463950428947,60.8689983821419,57.8682684983297,99.6373373358382,76.5291981688561,60.0609960456973,58.1999792939729,67.3400477453329
