"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","dispersion","log2FoldChange_apeglm","lfcSE_apeglm"
"gene_0",1707.49472231155,0.152380199360389,0.0517215816471109,2.94616279138674,0.00321743019169202,0.0111329764418409,0.0626558242011067,0.146610710683195,0.0524602958681389
"gene_1",53.8795466519464,-0.35479720605162,0.0917549849203403,-3.86678943230874,0.0001102775664359,0.000559784601197464,0.178677836137978,-0.330779379458619,0.0918713445856701
"gene_2",10.5281125847031,0.42642176186617,0.196883482181312,2.16585849225012,0.0303220019854248,0.0728894278495788,0.808496600349546,0.32599362731349,0.186499860014777
"gene_3",46.9552720186148,-0.153840313323515,0.0846692343490135,-1.81695647192666,0.0692237786112269,0.142435758459315,0.147422059640982,-0.139617444855119,0.0828764267537308
"gene_4",53.3970284217906,0.0684416479531251,0.077256958615246,0.885896224493863,0.375673450811405,0.511816690478753,0.121924186418134,0.0622223386301665,0.076589052888716
"gene_5",3085.61893996194,0.654753431702714,0.045089594049873,14.521164927289,8.89850262242542e-48,2.28166733908344e-46,0.0476473946278495,0.649649505595546,0.0451269993927445
"gene_6",433.936334125089,-0.0944647824458037,0.0515551894860861,-1.83230404906762,0.0669061341894263,0.138235814440963,0.0604770584353442,-0.090835539746613,0.0506218370761807
"gene_7",15.8298245039861,0.0044682146142088,0.132247882324562,0.0337866628612088,0.973047271369484,0.985863496828251,0.349102670035911,0.00344467435354117,0.118669424722363
"gene_8",214.261339536581,0.0620291937802514,0.0649054675332345,0.95568518551214,0.339231309307344,0.474449383646635,0.0948240819428145,0.0583495401384022,0.0615531751762075
"gene_9",4.41765086028177,-0.599859537540092,0.252521824071713,-2.37547601972707,0.017526331193169,0.0467368831817841,1.22875380514085,-0.429809830987642,0.256257468567217
"gene_10",336.847627857604,-0.255647834169012,0.0500905672237764,-5.10371210265841,3.33054835525917e-07,2.52314269337816e-06,0.0561639002431229,-0.24892461233804,0.0490975355467778
"gene_11",1566.23348172645,-0.0774427026240412,0.045998107992319,-1.68360626130477,0.0922577878700379,0.176928516798485,0.0493799219130798,-0.0754345483632693,0.0449872090994703
"gene_12",561.561905892823,0.0767160066932134,0.0479122592855162,1.60117698136611,0.109337725645171,0.20203829233132,0.0524521176328423,0.0740863825337176,0.0472410393005054
"gene_13",292.652607831503,0.0566637669481423,0.0537141530183666,1.054913160946,0.291465042504041,0.427368097513257,0.0647161698915345,0.0541891552077192,0.0527779629753081
"gene_14",1495.7472842859,-1.59268834006221,0.0474385763315097,-33.5736959923123,4.06156034568575e-247,4.06156034568575e-244,0.0507669340376536,-1.59000444085865,0.0473805862969088
"gene_15",76.4757392633338,0.1503292825858,0.0704255728295759,2.13458373919918,0.0327950268528218,0.0780841491424319,0.103708347139983,0.140290088765205,0.0693924128482203
"gene_16",5.92838593906767,-1.27214810823684,0.27789815282351,-4.57774942118729,4.7000522064365e-06,3.0921396094977e-05,1.45158691667605,-1.16061673795868,0.276376358378534
"gene_17",26.9725107503655,0.118481711037875,0.105302376043427,1.12515705238231,0.260522488688883,0.396533468324023,0.223974828986093,0.102548782587567,0.0963684823383119
"gene_18",596.700161712419,0.370046114529665,0.0480275562067336,7.70487078161565,1.30975754224443e-14,1.74634338965924e-13,0.0526752726521206,0.364015200213096,0.0471491054435904
"gene_19",21.3885213112966,0.14849325417165,0.12219896730754,1.21517601534173,0.224298966125311,0.351015596440236,0.304784254346886,0.118106118692602,0.121243004422252
"gene_20",402.860599260253,0.249664596776755,0.0506706141892442,4.92720683914171,8.34134405933869e-07,6.13334122010198e-06,0.0580685311189405,0.243085298558018,0.0495582714552317
"gene_21",202.575805025268,-0.444217130342742,0.0520988941527924,-8.52642148295835,1.50944549923201e-17,2.28703863520001e-16,0.0585379116876762,-0.43634503070937,0.0534394770049041
"gene_22",121.758053636292,0.0291695894074201,0.0646627888271221,0.451103175976617,0.651915188778777,0.76397534103233,0.090462758529632,0.0271893244110634,0.0651120990478696
"gene_23",5088.62071781853,-0.0795738796293306,0.0506372222903031,-1.57145032903136,0.116078083371603,0.211435488837163,0.0604391618331265,-0.0769524304548987,0.0492635417417317
"gene_24",552.690760320351,-0.109137154947512,0.0511281663153674,-2.13457987666398,0.0327953426398214,0.0780841491424319,0.0599480376746651,-0.104918180169045,0.0514336150480375
"gene_25",1823.59673145675,0.0323745597334955,0.0484951993239923,0.667582774888786,0.504399955982569,0.628927625913428,0.0550553748085032,0.0307686594222338,0.0477688649031314
"gene_26",929.024643454659,0.00718448358502994,0.0479015127574347,0.149984482148006,0.880776858217507,0.93567442101021,0.0531588167263555,0.00685692312493727,0.0461694806466367
"gene_27",51.9053920222959,0.108470382185965,0.0846197589193713,1.28185643130134,0.199893014039249,0.323451479027911,0.149463161884556,0.098005018539514,0.0809247972812996
"gene_28",408.898849562779,-0.76900573878296,0.0545449963107311,-14.0985569859076,3.87614708547776e-45,9.22892163208991e-44,0.0668592296126744,-0.762292844422382,0.0558911252615027
"gene_29",35.5124013324505,0.177151820991467,0.103099694209901,1.7182574822269,0.0857496609112186,0.167807555599254,0.222019972494853,0.153826141382634,0.100719255541372
"gene_30",12.5456424002614,0.0771945618200779,0.161758796677757,0.477220178472635,0.633205343749263,0.749326546180746,0.536633765390864,0.0530740036792296,0.14182436617671
"gene_31",21.2986113588676,-0.138994663534104,0.126479569375771,-1.09894953169196,0.271790079961972,0.40870688716086,0.329738119371624,-0.111309921695319,0.11887291205388
"gene_32",2141.02587087181,-0.112362372839706,0.0493948875751172,-2.2747773778983,0.0229192879611212,0.0574418244639629,0.0572183133485704,-0.108374066083646,0.0484480854437347
"gene_33",12.4667312931954,-1.50937077002946,0.239511311175826,-6.30187677825966,2.94062916473624e-10,3.06315537993359e-09,1.13147839868795,-1.4159396175539,0.27177948911263
"gene_34",876.310819670768,0.0765325887311811,0.0532014468212583,1.43854337248212,0.150279940389348,0.256888786990339,0.0657608276810605,0.073077883268746,0.0530978100713615
"gene_35",35.2407020339704,-0.217240460039754,0.0869885717597113,-2.49734483099502,0.0125127213595893,0.0358530697982503,0.149079754214852,-0.200351004256673,0.0817286853160566
"gene_36",250.508822906008,-0.201095577119297,0.0545828425451001,-3.68422690615898,0.00022939782436184,0.00106265382485181,0.0662564194609009,-0.194144073682919,0.0533200754524991
"gene_37",195.713065270958,0.0387963154608949,0.0611344161141381,0.634606788236304,0.525684899765113,0.646598892700016,0.0831366395488866,0.0365993241980376,0.0590908311682692
"gene_38",1494.25889846366,0.0770024945975266,0.0515304067484326,1.49431179484856,0.135094143711224,0.237007269668814,0.0621089473111735,0.0739698887586214,0.0500712351961728
"gene_39",26.0429217736456,0.282378584199624,0.097858869841656,2.8855696438814,0.00390706007262137,0.0131995272723695,0.185588581784799,0.254160384242441,0.101036268316703
"gene_40",10.0203895612027,0.213469911033851,0.161475592875175,1.32199490482051,0.186169847582293,0.306200407207719,0.512291544579144,0.154280090012662,0.150173155354289
"gene_41",247.410996912125,-0.0191815777120937,0.0659918713781871,-0.290665764002474,0.771306957942023,0.859873977638821,0.0988372467108179,-0.0179404506087729,0.063043203065082
"gene_42",4.43336593740197,0.486966400480301,0.202217807879359,2.40812817420522,0.0160345504411677,0.0435899294489309,0.7088997087073,0.364295080180354,0.208331400350525
"gene_43",127.971503532789,-0.134002082497771,0.0635993256190242,-2.10697332390718,0.0351198919581471,0.0824410609346175,0.0875562639562939,-0.126256597492423,0.0643887381428242
"gene_44",440.751478970708,0.124502341384761,0.0570337001770839,2.18296096865877,0.0290386844938045,0.0704822439170011,0.0745740462510604,0.119032443032394,0.0546821900921069
"gene_45",222.23216266228,0.105942239392884,0.0486465641959976,2.17779489967762,0.029421309793476,0.0710659656847246,0.0513161637250836,0.102240991457922,0.0486018104549411
"gene_46",9.49121247228671,-0.244352712042289,0.168993629578084,-1.44592853974643,0.148197246093268,0.254901041797113,0.563867048890413,-0.179511550410329,0.152698606680644
"gene_47",441.805265173454,0.0897239426646104,0.0649111556479485,1.38225766848516,0.166892598769652,0.280491762638071,0.0973075631706409,0.0843241711564809,0.0631044336545897
"gene_48",4621.79742527523,0.103577909205774,0.0520076486628636,1.99158992703576,0.046416069482157,0.10314682107146,0.0637449254542059,0.0998678986125954,0.0505377535740639
"gene_49",63.8335865723705,0.000486830312935759,0.0980050898183522,0.00496739826307058,0.996036605918032,0.996036605918032,0.211080668148417,0.000336379730885061,0.0992443900289051
"gene_50",17.7289225703839,-0.140511784935046,0.138427670794404,-1.01505561806163,0.31007931607601,0.446157289318,0.39481051104371,-0.11047570580135,0.123257781556389
"gene_51",991.626956505771,0.0859394775428425,0.043308184573103,1.98437035377872,0.0472145684409051,0.104457009825011,0.0433158231506472,0.0834754562951328,0.0427977228380069
"gene_52",1574.21448851951,-0.275910973917306,0.0523364846494276,-5.27186676303304,1.35043101550726e-07,1.04684574845524e-06,0.0640950684790269,-0.268358422945124,0.0532967786521276
"gene_53",106.597465137423,-0.0125190935282584,0.0541785769398559,-0.231070918347597,0.817259707571209,0.886398815153155,0.0598034135999116,-0.0119306343416666,0.0538986975326507
"gene_54",1134.92850148931,0.266070933373078,0.0422985298840475,6.29031160426746,3.16829347518391e-10,3.26628193317929e-09,0.0413664135119038,0.26128062680407,0.041815394105334
"gene_55",207.721825951508,-0.0613033918623411,0.0634650391614585,-0.965939557783649,0.334074426542327,0.469865578821838,0.0902970559313861,-0.0577529409745732,0.0612002615616332
"gene_56",859.766490300021,0.137513422433404,0.050492023458537,2.7234682433816,0.00646004259263072,0.0203786832575102,0.0590837464634396,0.133648780129911,0.0489467895246076
"gene_57",60.0631768746354,-0.0654980440192814,0.0713242637665978,-0.918313636347062,0.358454690214796,0.491707393984631,0.103209849059273,-0.0608635944436229,0.0683818281924639
"gene_58",4.51257535256623,0.778131645996352,0.257059682327949,3.02704663348816,0.00246955856538832,0.00888330419204432,1.25574278486996,0.601485293770796,0.286693646570093
"gene_59",9.76159712612036,-0.193062955262694,0.161932131850428,-1.19224611605201,0.233164755871842,0.363184977993523,0.512999597010195,-0.146620574744059,0.137441569873845
"gene_60",310.51266778589,-0.616830872636793,0.0532227983831904,-11.5895986564962,4.65307714200627e-31,9.12368067060052e-30,0.0628611168528767,-0.610169215602624,0.0522198651326208
"gene_61",12.2738762232903,-0.1071777351971,0.139881114760957,-0.766205898346294,0.443553799326505,0.574551553531742,0.379052233696799,-0.0813135199953921,0.127283608153076
"gene_62",118.468183241687,-0.172159334066379,0.0632934369064237,-2.72001873307825,0.00652782180701182,0.0205277415314837,0.0859272457391163,-0.163819794275007,0.0611448247223123
"gene_63",60.8835226774084,0.42433985157942,0.0754193872306875,5.62640280119858,1.84006391847863e-08,1.54627220040221e-07,0.115921772608675,0.408150521422618,0.0764156640701444
"gene_64",88.6496836987414,0.162587956757202,0.0693164107657193,2.34559110838454,0.0189969350990432,0.0496003527390161,0.101889213052399,0.152464036045947,0.0683897193352635
"gene_65",697.592562591351,1.47867105515909,0.0559245751738338,26.4404521726423,4.69847021112409e-154,3.35605015080292e-152,0.0691032132079173,1.47489192108139,0.0543070432951884
"gene_66",22.844569185468,0.170710356149952,0.105063788461094,1.62482581915621,0.104199677934049,0.194512074612803,0.215428129037857,0.147646204839036,0.101565710850545
"gene_67",3.81442657754513,0.355374146331011,0.276041622960729,1.28739333771258,0.197957225288967,0.321881667136532,1.51548877602817,0.166682937506951,0.223938637671273
"gene_68",25.5969509325807,0.258819506958303,0.0964611108192554,2.683148729681,0.0072932547483721,0.0225797360630715,0.178557754750084,0.234603786311275,0.0944562270204301
"gene_69",327.148068522971,-0.150061455081395,0.0535672663785312,-2.80136481150617,0.00508869569995651,0.0165748790754359,0.0646776643757401,-0.144357023738474,0.0532808494422313
"gene_70",4868.19808238306,0.0912519972174178,0.0494483825921497,1.84539902892405,0.0649795143087089,0.134971922286052,0.0576157304824458,0.0879123598575943,0.0485273659907673
"gene_71",155.997214522403,0.19806736038969,0.0683441809303364,2.89808667970696,0.00375446809989675,0.0127702996595128,0.103712501020779,0.188318620815961,0.0633700885331345
"gene_72",52.317277892107,-0.183434805728099,0.0880655306604309,-2.08293533636218,0.0372571181232203,0.0870493414093932,0.163432744985676,-0.165736674255287,0.0875234197449749
"gene_73",61.5453053360864,-0.0210273519583745,0.0886534382862117,-0.237185972308137,0.812512518332783,0.885089889251398,0.169197420348733,-0.01877604702702,0.0794265366005503
"gene_74",570.391643527258,0.117221902792793,0.051144351830551,2.29198139378453,0.0219067168597933,0.0555441106872957,0.0600443795048483,0.113772510633925,0.0503996531433491
"gene_75",11.5819701555362,0.236739663514293,0.161174314075055,1.46884238268915,0.141875545411189,0.247601300892128,0.523100300555385,0.169962958239704,0.155429505331411
"gene_76",64.3788704060895,-0.127101242897233,0.0647998903995827,-1.96144225111299,0.049827455358544,0.1085565476221,0.0832824403590736,-0.120125261020499,0.0626345506571629
"gene_77",849.297220128651,0.3530298461508,0.0480627430235595,7.345187226991,2.05471274373677e-13,2.60090220726173e-12,0.0533238846214094,0.347052403157925,0.04818767360706
"gene_78",1908.65918398543,-0.183349765692448,0.0459511486956823,-3.99010189944776,6.60449149043039e-05,0.00035318136312462,0.0493866529394707,-0.178960669861734,0.0459834100904625
"gene_79",338.878179240601,0.0883582544610484,0.0485267491695371,1.82081544659735,0.0686349154627757,0.14151528961397,0.052645142900404,0.0853762294283686,0.0472360552586852
"gene_80",269.726540294737,0.16257846081403,0.0575585995757151,2.82457290504727,0.00473436763019612,0.0155225168203151,0.0744771165937351,0.155533002349654,0.0568246579073693
"gene_81",1655.95495601359,0.0421906097004283,0.041886446000966,1.00726162585996,0.31380906541902,0.448674474352392,0.040871374335699,0.0409700571000943,0.0415545730941937
"gene_82",2104.97222923293,0.157683076827509,0.0458222830465653,3.44118770047465,0.000579166614946015,0.00246453878700432,0.0491613833386298,0.154417146469138,0.0465015303944254
"gene_83",4910.24843089471,0.236798638096234,0.0440028469887446,5.38143902727031,7.38927327786148e-08,6.00753925029389e-07,0.0455757847288519,0.232024410390703,0.0446618628727981
"gene_84",59.3119324245939,-0.139383764141586,0.082336626553265,-1.69285250047762,0.0904835465441831,0.174678661282207,0.142847036678166,-0.127319535158357,0.0789500581662476
"gene_85",1148.22632422611,0.0628921721552917,0.0413677025559859,1.52032064314365,0.128430408265841,0.227713489833051,0.0395737143804466,0.0613630052439732,0.0402814054563693
"gene_86",104.250900438442,-0.0749624827337763,0.0685950867880741,-1.09282583117614,0.274470277846871,0.411499666936837,0.101404517460168,-0.0701436690964511,0.0646447593128995
"gene_87",182.829010256598,-0.00826881198018642,0.062302779442051,-0.132719792828463,0.894414988929935,0.937541917117332,0.0861796664258908,-0.00779489411146937,0.0602343777115325
"gene_88",29.5961071380089,0.0252214751936184,0.106289479411903,0.237290419834289,0.812431493760573,0.885089889251398,0.232626447912911,0.0212208941699879,0.0994498136171331
"gene_89",13.12494981527,-0.0856875375522511,0.159701943661836,-0.536546616700494,0.59158082714208,0.711890285369531,0.524828967771843,-0.0620135945757253,0.13422451788104
"gene_90",500.572056730851,0.110215234554825,0.0519987909613833,2.11957302308578,0.0340420695045779,0.0804777056845814,0.0618771014403452,0.105925198180985,0.0514567230994706
"gene_91",4.39999930807464,0.362982378877527,0.257163563416949,1.41148448113938,0.158101808339761,0.268880626428166,1.31461054907127,0.197302130282364,0.218608921857551
"gene_92",298.199881166419,0.338666387389455,0.0547429429276832,6.18648485589899,6.15205917043638e-10,6.03143055925136e-09,0.0671797705773633,0.330327406646274,0.0552184606670481
"gene_93",632.979350545391,-0.0206563475203613,0.046801813688631,-0.441357842620937,0.658953956988805,0.767117528508504,0.0501774780596413,-0.0201186205639613,0.0452596664206686
"gene_94",19.8417238232931,0.27636729570696,0.117170766730321,2.35867105267857,0.0183405051310674,0.0482644871870194,0.270725556122614,0.240516566125974,0.113448047673895
