"gene","stat","pvalue","padj","dispersion"
"gene_0",8.21728165202069,0.00414933099940711,0.0139708114458152,0.0626558242011057
"gene_1",14.8256410556179,0.000117921264453604,0.000607841569348476,0.178677836137978
"gene_2",5.07442879456988,0.0242812710732235,0.0607031776830588,0.808496600349547
"gene_3",3.19984013075998,0.0736454687792465,0.150296875059687,0.147422059640981
"gene_4",0.729778312500912,0.392955055472061,0.527452059967365,0.121924186418133
"gene_5",207.940294723384,3.86585385778211e-47,9.9124457891849e-46,0.0476473946278487
"gene_6",3.36495604908703,0.0665973611058624,0.13845605219514,0.060477058435344
"gene_7",0.00182414308102352,0.965932717507098,0.979675430360769,0.349102670035911
"gene_8",0.958734665045654,0.327505884035083,0.461926493702514,0.0948240819428148
"gene_9",5.92604838909239,0.0149186594379057,0.0415752385535134,1.22875380514085
"gene_10",26.8821085675178,2.16251549256967e-07,1.65077518516769e-06,0.0561639002431232
"gene_11",2.87908925622628,0.089736762791901,0.174585141618485,0.0493799219130799
"gene_12",2.55307802877633,0.110079609603245,0.203851128894899,0.0524521176328422
"gene_13",1.10440369219714,0.29330170513446,0.429908343511584,0.0647161698915349
"gene_14",1102.66881866827,8.68626128303501e-242,8.68626128303501e-239,0.0507669340376533
"gene_15",4.45900645028155,0.0347176852580824,0.0822693963461668,0.103708347139983
"gene_16",22.7729082912099,1.82317796173288e-06,1.29303401541339e-05,1.45158691667605
"gene_17",1.33471844078281,0.247967533818757,0.382665947251169,0.223974828986092
"gene_18",61.2892277520211,4.92769067742471e-15,6.48380352292724e-14,0.0526752726521206
"gene_19",1.24798287520917,0.263938087152422,0.399608128538095,0.304784254346886
"gene_20",24.9959018314362,5.74523008530142e-07,4.25572598911216e-06,0.0580685311189405
"gene_21",69.3667438800306,8.17556120422976e-17,1.20228841238673e-15,0.058537911687675
"gene_22",0.188267990396071,0.664362080363077,0.773899294336649,0.0904627585296321
"gene_23",2.52431734537754,0.112103285724172,0.206186479583058,0.0604391618331265
"gene_24",4.36146952152956,0.036760581509695,0.0860903548236417,0.0599480376746652
"gene_25",0.443056495434917,0.505650892515555,0.629836354845929,0.0550553748085032
"gene_26",0.0233923412021113,0.878441214909662,0.93351882562132,0.0531588167263558
"gene_27",1.64616416946319,0.19948181322536,0.322786105542653,0.149463161884556
"gene_28",190.404899668942,2.59388474465263e-43,5.76418832145029e-42,0.0668592296126753
"gene_29",2.80740477382682,0.0938300564784747,0.180295552917412,0.222019972494853
"gene_30",0.207365133400515,0.64884047065829,0.762444736378719,0.536633765390864
"gene_31",1.13621504991141,0.286453529463296,0.423747824649847,0.329738119371624
"gene_32",5.22394439055802,0.0222779644115733,0.0563999099027173,0.0572183133485705
"gene_33",34.8274703839984,3.60254326517085e-09,3.46398390881813e-08,1.13147839868795
"gene_34",1.99459988904471,0.157860750408738,0.270021131780322,0.0657608276810605
"gene_35",6.79951636897783,0.00911825686466747,0.0272186772079626,0.149079754214853
"gene_36",13.9584244329369,0.000186898234890468,0.000885773625073307,0.0662564194609002
"gene_37",0.407826863386049,0.523074569511843,0.644974808276009,0.0831366395488863
"gene_38",2.28195763043641,0.130886574033471,0.231657653156587,0.0621089473111742
"gene_39",7.57516288146479,0.00591780320560485,0.0187272253341926,0.1855885817848
"gene_40",1.60292572311624,0.205489085451064,0.330368304583704,0.512291544579143
"gene_41",0.0867025156646832,0.768411842243136,0.856646423905391,0.0988372467108179
"gene_42",5.53360380862881,0.0186546441279436,0.0493509103913852,0.708899708707298
"gene_43",4.13666255262308,0.041963827368049,0.096027064915444,0.0875562639562946
"gene_44",4.99562751343717,0.0254114377421672,0.0624487764227777,0.0745740462510611
"gene_45",4.60866871112432,0.0318107197364545,0.0760498881191564,0.0513161637250833
"gene_46",2.11104992588099,0.146238953396984,0.253008569890975,0.563867048890414
"gene_47",1.91042231658207,0.166916354600088,0.280531688403509,0.0973075631706409
"gene_48",4.06565064366384,0.0437638221394086,0.09856716698065,0.0637449254542056
"gene_49",0.000188285103490671,0.989052009451063,0.992028093732259,0.211080668148417
"gene_50",1.06066449035814,0.303063679050021,0.438587089797425,0.394810511043711
"gene_51",3.92976039031453,0.0474387030019934,0.105654126953215,0.0433158231506463
"gene_52",26.5031854980256,2.63103898261851e-07,1.97822479896129e-06,0.0640950684790269
"gene_53",0.051854485037893,0.819867189400688,0.887302153031048,0.0598034135999119
"gene_54",40.2304711353047,2.25700272431867e-10,2.40106672799859e-09,0.0413664135119039
"gene_55",0.947071981318231,0.330465720769053,0.464137248271142,0.0902970559313861
"gene_56",7.68798649885309,0.00555896121312421,0.017932132945562,0.0590837464634388
"gene_57",0.854712592263809,0.355222577727017,0.489287297144651,0.103209849059272
"gene_58",8.59652435909362,0.00336805174281863,0.0116946241070091,1.25574278486996
"gene_59",1.61253736426539,0.204135493380685,0.328720601257142,0.512999597010195
"gene_60",140.449963401331,2.12235601416149e-32,4.16148238070881e-31,0.0628611168528767
"gene_61",0.551220313918066,0.457819502829061,0.588047911454944,0.3790522336968
"gene_62",7.66601938714587,0.00562704599113588,0.0180228314764218,0.0859272457391162
"gene_63",31.0717403390839,2.48665478231693e-08,2.05508659695614e-07,0.115921772608675
"gene_64",5.39925306968485,0.0201453712928043,0.0525988806600634,0.1018892130524
"gene_65",709.04028477391,3.23483905919553e-156,2.31059932799681e-154,0.0691032132079178
"gene_66",2.54731296532663,0.11048201133546,0.204218135555379,0.215428129037857
"gene_67",1.46548303000537,0.226059724276108,0.353771086504082,1.51548877602817
"gene_68",7.24216236999007,0.00712111660045339,0.021911128001395,0.178557754750085
"gene_69",7.72065451293554,0.00545926009860522,0.0176675084097256,0.06467766437574
"gene_70",3.42337214350653,0.0642795856949603,0.134730956565679,0.0576157304824458
"gene_71",9.4851495324383,0.0020714173046567,0.00758760917456667,0.103712501020779
"gene_72",4.10754800382676,0.0426922160255908,0.0971335392111789,0.163432744985676
"gene_73",0.0630725797436753,0.801703900733522,0.878010549063919,0.169197420348733
"gene_74",5.2420785011409,0.0220469182780599,0.0562421384644384,0.0600443795048481
"gene_75",1.86273126712109,0.172309903581096,0.28862630415594,0.523100300555385
"gene_76",3.94021616454768,0.0471447191096541,0.105233748012621,0.0832824403590735
"gene_77",53.5253058374503,2.5528319375974e-13,3.19103992199675e-12,0.0533238846214091
"gene_78",15.6456501132543,7.63880821696112e-05,0.000410688613815114,0.0493866529394706
"gene_79",3.39031071901445,0.0655805895285462,0.136626228184471,0.0526451429004046
"gene_80",7.94468690372651,0.00482287615035174,0.0158741665398788,0.0744771165937343
"gene_81",1.00280575003922,0.316632549584151,0.450676447967536,0.0408713743356986
"gene_82",11.2546989214123,0.000794217035464758,0.00332308383039648,0.0491613833386298
"gene_83",27.8324922335134,1.32285717693978e-07,1.0334821694842e-06,0.0455757847288526
"gene_84",2.90473496681511,0.0883197700619339,0.172163294467707,0.142847036678167
"gene_85",2.37842590033779,0.123021451158707,0.220074152341157,0.0395737143804466
"gene_86",1.26560612868309,0.26059258842926,0.397133795194199,0.101404517460168
"gene_87",0.0177608781806384,0.893979896136753,0.936654551422596,0.0861796664258914
"gene_88",0.0554817616559262,0.813785237889239,0.885511684319085,0.23262644791291
"gene_89",0.299859588209188,0.583970459732855,0.702732201844591,0.524828967771845
"gene_90",4.42940788402609,0.035324760633174,0.0832644052583981,0.061877101440345
"gene_91",1.91649507293175,0.166243556775705,0.279871307703208,1.31461054907127
"gene_92",37.496326728079,9.1585304006945e-10,8.97895137322991e-09,0.0671797705773644
"gene_93",0.201617332897513,0.653418536477176,0.765127091893648,0.0501774780596416
"gene_94",5.62259306325944,0.0177303972623459,0.0479199926009349,0.270725556122614
"gene_95",0.0968581854520494,0.755633016917133,0.847977345119847,0.134348055869511
"gene_96",2.50290443074448,0.113636553002368,0.208144951878528,0.0789271762576887
"gene_97",8.56577511728347,0.00342541108951055,0.0118117623776226,0.19856354568509
"gene_98",0.744421122847257,0.388248305065174,0.52395182869794,0.066503520120118
"gene_99",0.48594856698827,0.485740143737919,0.612534859694728,0.604764258321306
"gene_100",44.1408767764187,3.0557267140675e-11,3.35794144403022e-10,0.0868794689468111
"gene_101",1.98016618823362,0.15937290028527,0.271748884026638,0.074136675948205
"gene_102",3.8818821789838,0.0488098095451387,0.107986304303404,0.0668665793401376
"gene_103",11.6180493818757,0.000653148645751293,0.00279123352885168,0.0633755487213541
"gene_104",3.40522542783413,0.0649902336707425,0.135678984698836,0.903810425080802
"gene_105",0.0617145423556735,0.803806274950269,0.878010549063919,1.52190605291907
"gene_106",0.384163057410319,0.535383616526022,0.657719430621648,0.137281027329068
"gene_107",14.4852468533733,0.000141261561837017,0.000698153803325425,0.0680589394672235
