"gene","pvalue_cf","padj_cf"
"gene_0",0.00321743019169202,0.0111329764418409
"gene_1",0.0001102775664359,0.000559784601197464
"gene_2",0.0303220019854248,0.0728894278495788
"gene_3",0.0692237786112269,0.142435758459315
"gene_4",0.375673450811405,0.511816690478753
"gene_5",8.89850262242542e-48,2.28166733908344e-46
"gene_6",0.0669061341894263,0.138235814440963
"gene_7",0.973047271369484,0.985863496828251
"gene_8",0.339231309307344,0.474449383646635
"gene_9",0.017526331193169,0.0467368831817841
"gene_10",3.33054835525917e-07,2.52314269337816e-06
"gene_11",0.0922577878700379,0.176928516798485
"gene_12",0.109337725645171,0.20203829233132
"gene_13",0.291465042504041,0.427368097513257
"gene_14",4.06156034568575e-247,4.06156034568575e-244
"gene_15",0.0327950268528218,0.0780841491424319
"gene_16",4.7000522064365e-06,3.0921396094977e-05
"gene_17",0.260522488688883,0.396533468324023
"gene_18",1.30975754224443e-14,1.74634338965924e-13
"gene_19",0.224298966125311,0.351015596440236
"gene_20",8.34134405933869e-07,6.13334122010198e-06
"gene_21",1.50944549923201e-17,2.28703863520001e-16
"gene_22",0.651915188778777,0.76397534103233
"gene_23",0.116078083371603,0.211435488837163
"gene_24",0.0327953426398214,0.0780841491424319
"gene_25",0.504399955982569,0.628927625913428
"gene_26",0.880776858217507,0.93567442101021
"gene_27",0.199893014039249,0.323451479027911
"gene_28",3.87614708547776e-45,9.22892163208991e-44
"gene_29",0.0857496609112186,0.167807555599254
"gene_30",0.633205343749263,0.749326546180746
"gene_31",0.271790079961972,0.40870688716086
"gene_32",0.0229192879611212,0.0574418244639629
"gene_33",2.94062916473624e-10,3.06315537993359e-09
"gene_34",0.150279940389348,0.256888786990339
"gene_35",0.0125127213595893,0.0358530697982503
"gene_36",0.00022939782436184,0.00106265382485181
"gene_37",0.525684899765113,0.646598892700016
"gene_38",0.135094143711224,0.237007269668814
"gene_39",0.00390706007262137,0.0131995272723695
"gene_40",0.186169847582293,0.306200407207719
"gene_41",0.771306957942023,0.859873977638821
"gene_42",0.0160345504411677,0.0435899294489309
"gene_43",0.0351198919581471,0.0824410609346175
"gene_44",0.0290386844938045,0.0704822439170011
"gene_45",0.029421309793476,0.0710659656847246
"gene_46",0.148197246093268,0.254901041797113
"gene_47",0.166892598769652,0.280491762638071
"gene_48",0.046416069482157,0.10314682107146
"gene_49",0.996036605918032,0.996036605918032
"gene_50",0.31007931607601,0.446157289318
"gene_51",0.0472145684409051,0.104457009825011
"gene_52",1.35043101550726e-07,1.04684574845524e-06
"gene_53",0.817259707571209,0.886398815153155
"gene_54",3.16829347518391e-10,3.26628193317929e-09
"gene_55",0.334074426542327,0.469865578821838
"gene_56",0.00646004259263072,0.0203786832575102
"gene_57",0.358454690214796,0.491707393984631
"gene_58",0.00246955856538832,0.00888330419204432
"gene_59",0.233164755871842,0.363184977993523
"gene_60",4.65307714200627e-31,9.12368067060052e-30
"gene_61",0.443553799326505,0.574551553531742
"gene_62",0.00652782180701182,0.0205277415314837
"gene_63",1.84006391847863e-08,1.54627220040221e-07
"gene_64",0.0189969350990432,0.0496003527390161
"gene_65",4.69847021112409e-154,3.35605015080292e-152
"gene_66",0.104199677934049,0.194512074612803
"gene_67",0.197957225288967,0.321881667136532
"gene_68",0.0072932547483721,0.0225797360630715
"gene_69",0.00508869569995651,0.0165748790754359
"gene_70",0.0649795143087089,0.134971922286052
"gene_71",0.00375446809989675,0.0127702996595128
"gene_72",0.0372571181232203,0.0870493414093932
"gene_73",0.812512518332783,0.885089889251398
"gene_74",0.0219067168597933,0.0555441106872957
"gene_75",0.141875545411189,0.247601300892128
"gene_76",0.049827455358544,0.1085565476221
"gene_77",2.05471274373677e-13,2.60090220726173e-12
"gene_78",6.60449149043039e-05,0.00035318136312462
"gene_79",0.0686349154627757,0.14151528961397
"gene_80",0.00473436763019612,0.0155225168203151
"gene_81",0.31380906541902,0.448674474352392
"gene_82",0.000579166614946015,0.00246453878700432
"gene_83",7.38927327786148e-08,6.00753925029389e-07
"gene_84",0.0904835465441831,0.174678661282207
"gene_85",0.128430408265841,0.227713489833051
"gene_86",0.274470277846871,0.411499666936837
"gene_87",0.894414988929935,0.937541917117332
"gene_88",0.812431493760573,0.885089889251398
"gene_89",0.59158082714208,0.711890285369531
"gene_90",0.0340420695045779,0.0804777056845814
"gene_91",0.158101808339761,0.268880626428166
"gene_92",6.15205917043638e-10,6.03143055925136e-09
"gene_93",0.658953956988805,0.767117528508504
"gene_94",0.0183405051310674,0.0482644871870194
"gene_95",0.762918032037416,0.851674880443156
"gene_96",0.11423449146172,0.209604571489394
"gene_97",0.00376784418256258,0.0127723531612291
"gene_98",0.400449702064233,0.536077245065907
"gene_99",0.467480131640395,0.592946861982524
"gene_100",5.73392978198095e-11,6.3010217384406e-10
"gene_101",0.160058152847445,0.271285004826178
"gene_102",0.0538053007987874,0.115462018881518
"gene_103",0.000634232935669689,0.00267608833615902
"gene_104",0.0734990156830092,0.149388243258149
"gene_105",0.799212323664099,0.876329302263266
"gene_106",0.511566995857747,0.633912014693614
"gene_107",0.000156568925878305,0.000749133616642607
"gene_108",0.145134363144071,0.251786730318857
"gene_109",0.00271486746688589,0.00962718959888615
"gene_110",1.19582997226204e-38,2.49131244221259e-37
"gene_111",0.449962459921441,0.5798485308266
"gene_112",0.717487361563969,0.818115577609999
"gene_113",0.664167485106175,0.770304064798029
"gene_114",0.0913790552452136,0.175728952394642
"gene_115",8.11411807288976e-05,0.00042911199355392
"gene_116",0.000164374709623904,0.000779027059828928
"gene_117",0.0760543841967948,0.15302692997343
"gene_118",0.000538321330994141,0.00230660913574139
"gene_119",0.0209924340886076,0.0534158628208845
"gene_120",0.00147412458364011,0.00573589332155683
"gene_121",0.827514178034482,0.893643820771578
"gene_122",0.15767598775528,0.268713858215924
"gene_123",0.04517129818987,0.101280937645448
"gene_124",0.208589676079831,0.334660399613908
"gene_125",0.000329128799019445,0.00146932499562252
"gene_126",0.000343145866206918,0.00152509273869742
"gene_127",0.00142632002165703,0.00557156258459776
"gene_128",0.00130886048762173,0.0051580511884445
"gene_129",0.865489430401345,0.925657144814273
"gene_130",4.32620904270015e-183,3.60517420225013e-181
"gene_131",0.254999692964522,0.389312508342781
"gene_132",0.510182179716333,0.632980371856493
"gene_133",0.402507652379743,0.536964453317281
"gene_134",0.0862128108536661,0.168384396198567
"gene_135",0.00204657668701501,0.00752417899637873
"gene_136",0.278757877710875,0.415171553782945
"gene_137",1.19555703150588e-08,1.03961481000511e-07
"gene_138",0.0820679677480748,0.16251082722391
"gene_139",0.00177157802417789,0.00676174818388508
"gene_140",0.108932214457741,0.201726323069891
"gene_141",0.645958672338207,0.759856428961866
"gene_142",0.987236640188973,0.993195815079449
"gene_143",0.1191150398072,0.216179745566607
"gene_144",0.412792156621874,0.546021371192955
"gene_145",0.00127467494987132,0.0050783862544674
"gene_146",0.355851932220188,0.489479961788429
"gene_147",0.0592900098997003,0.125614427753602
"gene_148",0.00844739766904332,0.0256217420736138
"gene_149",0.0146008911545959,0.0410137391983031
