"gene","baseMean","pvalue","padj_filt"
"gene_0",1707.49472231155,0.00321743019169202,0.0111329764418409
"gene_1",53.8795466519464,0.0001102775664359,0.000559784601197464
"gene_2",10.5281125847031,0.0303220019854248,0.0728894278495788
"gene_3",46.9552720186148,0.0692237786112269,0.142435758459315
"gene_4",53.3970284217906,0.375673450811405,0.511816690478753
"gene_5",3085.61893996194,8.89850262242542e-48,2.28166733908344e-46
"gene_6",433.936334125089,0.0669061341894263,0.138235814440963
"gene_7",15.8298245039861,0.973047271369484,0.985863496828251
"gene_8",214.261339536581,0.339231309307344,0.474449383646635
"gene_9",4.41765086028177,0.017526331193169,0.0467368831817841
"gene_10",336.847627857604,3.33054835525917e-07,2.52314269337816e-06
"gene_11",1566.23348172645,0.0922577878700379,0.176928516798485
"gene_12",561.561905892823,0.109337725645171,0.20203829233132
"gene_13",292.652607831503,0.291465042504041,0.427368097513257
"gene_14",1495.7472842859,4.06156034568575e-247,4.06156034568575e-244
"gene_15",76.4757392633338,0.0327950268528218,0.0780841491424319
"gene_16",5.92838593906767,4.7000522064365e-06,3.0921396094977e-05
"gene_17",26.9725107503655,0.260522488688883,0.396533468324023
"gene_18",596.700161712419,1.30975754224443e-14,1.74634338965924e-13
"gene_19",21.3885213112966,0.224298966125311,0.351015596440236
"gene_20",402.860599260253,8.34134405933869e-07,6.13334122010198e-06
"gene_21",202.575805025268,1.50944549923201e-17,2.28703863520001e-16
"gene_22",121.758053636292,0.651915188778777,0.76397534103233
"gene_23",5088.62071781853,0.116078083371603,0.211435488837163
"gene_24",552.690760320351,0.0327953426398214,0.0780841491424319
"gene_25",1823.59673145675,0.504399955982569,0.628927625913428
"gene_26",929.024643454659,0.880776858217507,0.93567442101021
"gene_27",51.9053920222959,0.199893014039249,0.323451479027911
"gene_28",408.898849562779,3.87614708547776e-45,9.22892163208991e-44
"gene_29",35.5124013324505,0.0857496609112186,0.167807555599254
"gene_30",12.5456424002614,0.633205343749263,0.749326546180746
"gene_31",21.2986113588676,0.271790079961972,0.40870688716086
"gene_32",2141.02587087181,0.0229192879611212,0.0574418244639629
"gene_33",12.4667312931954,2.94062916473624e-10,3.06315537993359e-09
"gene_34",876.310819670768,0.150279940389348,0.256888786990339
"gene_35",35.2407020339704,0.0125127213595893,0.0358530697982503
"gene_36",250.508822906008,0.00022939782436184,0.00106265382485181
"gene_37",195.713065270958,0.525684899765113,0.646598892700016
"gene_38",1494.25889846366,0.135094143711224,0.237007269668814
"gene_39",26.0429217736456,0.00390706007262137,0.0131995272723695
"gene_40",10.0203895612027,0.186169847582293,0.306200407207719
"gene_41",247.410996912125,0.771306957942023,0.859873977638821
"gene_42",4.43336593740197,0.0160345504411677,0.0435899294489309
"gene_43",127.971503532789,0.0351198919581471,0.0824410609346175
"gene_44",440.751478970708,0.0290386844938045,0.0704822439170011
"gene_45",222.23216266228,0.029421309793476,0.0710659656847246
"gene_46",9.49121247228671,0.148197246093268,0.254901041797113
"gene_47",441.805265173454,0.166892598769652,0.280491762638071
"gene_48",4621.79742527523,0.046416069482157,0.10314682107146
"gene_49",63.8335865723705,0.996036605918032,0.996036605918032
"gene_50",17.7289225703839,0.31007931607601,0.446157289318
"gene_51",991.626956505771,0.0472145684409051,0.104457009825011
"gene_52",1574.21448851951,1.35043101550726e-07,1.04684574845524e-06
"gene_53",106.597465137423,0.817259707571209,0.886398815153155
"gene_54",1134.92850148931,3.16829347518391e-10,3.26628193317929e-09
"gene_55",207.721825951508,0.334074426542327,0.469865578821838
"gene_56",859.766490300021,0.00646004259263072,0.0203786832575102
"gene_57",60.0631768746354,0.358454690214796,0.491707393984631
"gene_58",4.51257535256623,0.00246955856538832,0.00888330419204432
"gene_59",9.76159712612036,0.233164755871842,0.363184977993523
"gene_60",310.51266778589,4.65307714200627e-31,9.12368067060052e-30
"gene_61",12.2738762232903,0.443553799326505,0.574551553531742
"gene_62",118.468183241687,0.00652782180701182,0.0205277415314837
"gene_63",60.8835226774084,1.84006391847863e-08,1.54627220040221e-07
"gene_64",88.6496836987414,0.0189969350990432,0.0496003527390161
"gene_65",697.592562591351,4.69847021112409e-154,3.35605015080292e-152
"gene_66",22.844569185468,0.104199677934049,0.194512074612803
"gene_67",3.81442657754513,0.197957225288967,0.321881667136532
"gene_68",25.5969509325807,0.0072932547483721,0.0225797360630715
"gene_69",327.148068522971,0.00508869569995651,0.0165748790754359
"gene_70",4868.19808238306,0.0649795143087089,0.134971922286052
"gene_71",155.997214522403,0.00375446809989675,0.0127702996595128
"gene_72",52.317277892107,0.0372571181232203,0.0870493414093932
"gene_73",61.5453053360864,0.812512518332783,0.885089889251398
"gene_74",570.391643527258,0.0219067168597933,0.0555441106872957
"gene_75",11.5819701555362,0.141875545411189,0.247601300892128
"gene_76",64.3788704060895,0.049827455358544,0.1085565476221
"gene_77",849.297220128651,2.05471274373677e-13,2.60090220726173e-12
"gene_78",1908.65918398543,6.60449149043039e-05,0.00035318136312462
"gene_79",338.878179240601,0.0686349154627757,0.14151528961397
"gene_80",269.726540294737,0.00473436763019612,0.0155225168203151
"gene_81",1655.95495601359,0.31380906541902,0.448674474352392
"gene_82",2104.97222923293,0.000579166614946015,0.00246453878700432
"gene_83",4910.24843089471,7.38927327786148e-08,6.00753925029389e-07
"gene_84",59.3119324245939,0.0904835465441831,0.174678661282207
"gene_85",1148.22632422611,0.128430408265841,0.227713489833051
"gene_86",104.250900438442,0.274470277846871,0.411499666936837
"gene_87",182.829010256598,0.894414988929935,0.937541917117332
"gene_88",29.5961071380089,0.812431493760573,0.885089889251398
"gene_89",13.12494981527,0.59158082714208,0.711890285369531
"gene_90",500.572056730851,0.0340420695045779,0.0804777056845814
"gene_91",4.39999930807464,0.158101808339761,0.268880626428166
"gene_92",298.199881166419,6.15205917043638e-10,6.03143055925136e-09
"gene_93",632.979350545391,0.658953956988805,0.767117528508504
"gene_94",19.8417238232931,0.0183405051310674,0.0482644871870194
"gene_95",44.2351932110775,0.762918032037416,0.851674880443156
"gene_96",185.847624280631,0.11423449146172,0.209604571489394
"gene_97",42.1398555713007,0.00376784418256258,0.0127723531612291
"gene_98",273.861391867781,0.400449702064233,0.536077245065907
"gene_99",6.34980695714298,0.467480131640395,0.592946861982524
"gene_100",145.003244014826,5.73392978198095e-11,6.3010217384406e-10
"gene_101",203.845764641,0.160058152847445,0.271285004826178
"gene_102",331.987549099693,0.0538053007987874,0.115462018881518
