"gene","Intercept","x"
"gene_0",10.7471458164342,0.152380199360389
"gene_1",5.68025966135818,-0.35479720605162
"gene_2",3.38691541358315,0.42642176186617
"gene_3",5.52951473285219,-0.153840313323515
"gene_4",5.74493251852275,0.0684416479531251
"gene_5",11.5385661732148,0.654753431702714
"gene_6",8.74898599658011,-0.0944647824458037
"gene_7",3.98825405730945,0.0044682146142088
"gene_8",7.74915423142157,0.0620291937802514
"gene_9",1.97656732077899,-0.599859537540092
"gene_10",8.34996299411632,-0.255647834169012
"gene_11",10.6034864324441,-0.0774427026240412
"gene_12",9.13910181732752,0.0767160066932134
"gene_13",8.19793147733166,0.0566637669481423
"gene_14",9.69520793051376,-1.59268834006221
"gene_15",6.26571034005944,0.1503292825858
"gene_16",1.98490198197602,-1.27214810823684
"gene_17",4.7621386486084,0.118481711037875
"gene_18",9.21853353274243,0.370046114529665
"gene_19",4.43223187380581,0.14849325417165
"gene_20",8.66103036312606,0.249664596776755
"gene_21",7.56453973245855,-0.444217130342742
"gene_22",6.93252333194024,0.0291695894074201
"gene_23",12.3031182504095,-0.0795738796293306
"gene_24",9.09559315486997,-0.109137154947512
"gene_25",10.8356035593003,0.0323745597334955
"gene_26",9.86026542388359,0.00718448358502994
"gene_27",5.70627669345556,0.108470382185965
"gene_28",8.43706941850458,-0.76900573878296
"gene_29",5.16154843368538,0.177151820991467
"gene_30",3.65145284679116,0.0771945618200779
"gene_31",4.39371659313238,-0.138994663534104
"gene_32",11.048921255496,-0.112362372839706
"gene_33",2.9685867851746,-1.50937077002946
"gene_34",9.78164996009952,0.0765325887311811
"gene_35",5.09761450133057,-0.217240460039754
"gene_36",7.93596447899978,-0.201095577119297
"gene_37",7.6166556454153,0.0387963154608949
"gene_38",10.5513226618012,0.0770024945975266
"gene_39",4.71487375208597,0.282378584199624
"gene_40",3.33962323542519,0.213469911033851
"gene_41",7.948785134356,-0.0191815777120937
"gene_42",2.13646795644074,0.486966400480301
"gene_43",6.98082824792976,-0.134002082497771
"gene_44",8.79227158909467,0.124502341384761
"gene_45",7.80353571482735,0.105942239392884
"gene_46",3.20064610646381,-0.244352712042289
"gene_47",8.79363302405406,0.0897239426646104
"gene_48",12.1817390526552,0.103577909205774
"gene_49",5.99744570071482,0.000486830312935759
"gene_50",4.12911699496116,-0.140511784935046
"gene_51",9.96031796166458,0.0859394775428425
"gene_52",10.5715169201792,-0.275910973917306
"gene_53",6.73367904792278,-0.0125190935282584
"gene_54",10.1551290294759,0.266070933373078
"gene_55",7.69078275781335,-0.0613033918623411
"gene_56",9.75641660837555,0.137513422433404
"gene_57",5.89941771498301,-0.0654980440192814
"gene_58",2.10060674102403,0.778131645996352
"gene_59",3.25238002723269,-0.193062955262694
"gene_60",8.1026791395875,-0.616830872636793
"gene_61",3.60476262279952,-0.1071777351971
"gene_62",6.86129299874013,-0.172159334066379
"gene_63",5.92311153255985,0.42433985157942
"gene_64",6.48063498371336,0.162587956757202
"gene_65",8.98935167316867,1.47867105515909
"gene_66",4.5199049638371,0.170710356149952
"gene_67",1.93935811209798,0.355374146331011
"gene_68",4.6839921755735,0.258819506958303
"gene_69",8.33237648512689,-0.150061455081395
"gene_70",12.2561391630492,0.0912519972174178
"gene_71",7.29242499154114,0.19806736038969
"gene_72",5.68007248546338,-0.183434805728099
"gene_73",5.94145290613759,-0.0210273519583745
"gene_74",9.16432066339129,0.117221902792793
"gene_75",3.54285601970729,0.236739663514293
"gene_76",5.99128626709205,-0.127101242897233
"gene_77",9.73124601671656,0.3530298461508
"gene_78",10.8700631295116,-0.183349765692448
"gene_79",8.41156563923758,0.0883582544610484
"gene_80",8.08365533156726,0.16257846081403
"gene_81",10.697122679983,0.0421906097004283
"gene_82",11.0488861278611,0.157683076827509
"gene_83",12.2705839135921,0.236798638096234
"gene_84",5.86999766462426,-0.139383764141586
"gene_85",10.1702619943866,0.0628921721552917
"gene_86",6.69478267708722,-0.0749624827337763
"gene_87",7.51324616529183,-0.00826881198018642
"gene_88",4.89313898145801,0.0252214751936184
"gene_89",3.70367894993332,-0.0856875375522511
"gene_90",8.97555873726682,0.110215234554825
"gene_91",2.14332475938918,0.362982378877527
"gene_92",8.22286667018856,0.338666387389455
"gene_93",9.30348264412918,-0.0206563475203613
"gene_94",4.31382191368172,0.27636729570696
"gene_95",5.46576190578039,-0.024615253925328
"gene_96",7.54531082519372,0.0944008626859616
"gene_97",5.40545408319329,0.281949272152697
"gene_98",8.09133122388405,-0.0458299955076931
"gene_99",2.68341390581014,0.130788890966367
"gene_100",7.08691026795268,-0.414516700392705
"gene_101",7.66143419578704,-0.0812965568406699
"gene_102",8.36150389101062,-0.104900967404694
"gene_103",7.21581819921334,0.186492521541974
"gene_104",2.8702970594532,0.378096440439523
"gene_105",2.67785842174167,-0.067830599163073
"gene_106",5.54385115503051,-0.0538504564915855
"gene_107",8.53667987704472,0.207016922029147
"gene_108",7.26390775735717,-0.102167308184594
"gene_109",5.827351892475,0.231709201669525
"gene_110",8.58725312757758,-0.735173892570488
"gene_111",7.74928102636818,-0.0392279558441811
"gene_112",7.64937513099834,0.0201701315286651
"gene_113",12.1774490342693,0.020997475968028
"gene_114",7.15070501122251,0.11851460172985
"gene_115",10.7098195943323,-0.168975928827935
"gene_116",11.7320681503221,0.186720719249979
"gene_117",4.58640425389488,-0.185691253737786
"gene_118",7.46005349947929,-0.210892536190548
"gene_119",6.05473042529911,0.19038643825954
"gene_120",8.98556654968441,-0.165591505668297
"gene_121",9.78207712435332,0.0117216605200783
"gene_122",4.63576150603865,0.133388270159822
"gene_123",3.85705149912684,0.308228037024197
"gene_124",6.03494382625711,-0.093587908642753
