"gene","stat","pvalue","padj","dispersion"
"gene_0",0.552563621603099,0.457272087658951,0.637461088743891,0.105691307650041
"gene_1",1.84357459048192,0.174532560648546,0.344019501935373,0.042416560839676
"gene_2",0.643895054575523,0.422303850951537,0.602144274170442,0.0463996759471485
"gene_3",0.0986308287260727,0.753478920931349,0.862762123203835,1.01798210286032
"gene_4",3.33580172242461,0.0677873632856947,0.177764064560388,0.366357225947176
"gene_5",1.25843815019141,0.26194693460411,0.441503481493351,0.140006363747016
"gene_6",1.41265209196359,0.234616629380348,0.40969143663623,0.215287787355061
"gene_7",1.78397950288536,0.181661424715997,0.348928660467633,0.0639873844006727
"gene_8",0.253348296468403,0.614727244595826,0.765856201738986,0.172899111792734
"gene_9",1.35373218847792,0.24462670884423,0.421285950937251,0.0726167004963689
"gene_10",2.14964290408989,0.142603053507844,0.297502893270885,0.0653523271580587
"gene_11",0.00376282498064029,0.951086946352201,0.975764888035965,0.289557938277351
"gene_12",0.260157650945075,0.610011867191296,0.761879934044084,0.0674523842298716
"gene_13",3.37603612825109,0.066150972479363,0.174394195605111,0.207419849212578
"gene_14",0.220367959637542,0.63875969452512,0.788592215463111,0.0619507488694066
"gene_15",7.84484157116503,0.00509659245794158,0.0235227344212688,0.0700820213653296
"gene_16",2.05882820540307,0.151326500924763,0.310519495741648,0.0517810489211303
"gene_17",0.936331088531347,0.333223181358663,0.511107479202646,0.0908755487388987
"gene_18",0.977413703971422,0.322838156175934,0.503449140502969,1.30770252970664
"gene_19",0.391484706727624,0.53152000761195,0.699368431068355,0.0855083959908162
"gene_20",3.75041585266467,0.0527943750701411,0.147745452621664,0.100056172334519
"gene_21",8.66931805255865,0.00323612270301483,0.0158908662462867,0.0496264824464653
"gene_22",5.99398993332613,0.0143546977675999,0.0552169122899949,0.0581786611901475
"gene_23",0.00512710116061044,0.942917232626533,0.97341765240179,0.059661984602718
"gene_24",0.893394527422174,0.344559077994035,0.525070207518318,0.0547111638066282
"gene_25",4.2673351509024,0.0388518150477048,0.118450655633246,0.147554504988285
"gene_26",14.1319859286933,0.000170421179725857,0.00133838622821353,0.0431068909646478
"gene_27",1.21103020425926,0.271128188516702,0.452886729148166,0.328560687120787
"gene_28",2.52335089048267,0.112171995359977,0.254550670257134,0.0624919128371325
"gene_29",2.44450551093712,0.117937045423944,0.26306766857641,0.094833789189153
"gene_30",22.2659803870646,2.37375000385561e-06,2.76017442308792e-05,0.0512443723048257
"gene_31",3.53358034464361,0.0601377954358828,0.163527867690804,0.122104483281605
"gene_32",0.769305041479356,0.380432129190639,0.564062166185297,0.173987339471514
"gene_33",0.470457894925005,0.492776590875934,0.669533411516214,0.182912409772597
"gene_34",0.158777653833113,0.69028440325579,0.825699046956687,0.133764869733561
"gene_35",5.13591658013365,0.0234357093618812,0.0802592786365795,0.0537327710738489
"gene_36",0.0458745021715004,0.830404089137437,0.916271142258778,0.181964935241768
"gene_37",7.65326033765609,0.00566698115916505,0.0258373001177738,0.0773329515816335
"gene_38",3.67894518321987,0.055103700459004,0.153065834608345,0.059518286458245
"gene_39",1.08650258517679,0.29724742407711,0.481228449432011,0.165918239484069
"gene_40",1.02612161906882,0.311071331737446,0.492682913393726,0.0776089294876312
"gene_41",0.359923834167375,0.548548539092199,0.711853225559513,0.0499670285793992
"gene_42",0.12012376220332,0.728900298215407,0.850928408231172,0.0633941394114947
"gene_43",0.347314201797076,0.555637447041143,0.716726012836152,0.071642229521678
"gene_44",1.25837591167169,0.261958732352722,0.441503481493351,0.0610458846796805
"gene_45",3.09535501594337,0.0785160241652596,0.199217550801939,0.149779003655749
"gene_46",5.00434714898256,0.0252837377072496,0.0852260821592682,0.0775369521634299
"gene_47",2.31025694576283,0.128522803124701,0.278993060328583,0.163819677402405
"gene_48",0.00412881414058575,0.948766508098056,0.975764888035965,1.04311115977133
"gene_49",5.41726965533201,0.0199385158990591,0.0713789351994954,0.0645429348865496
"gene_50",0.479345897809026,0.488718747496192,0.665829356261841,0.765604263919192
"gene_51",2.2079377957474,0.13730210320428,0.291444541313822,0.234183798402876
"gene_52",0.0487008717185518,0.825339471658501,0.913659931725277,0.850343991772412
"gene_53",0.0759319292332066,0.782887965431862,0.881630591702547,0.0486823307423311
"gene_54",0.57957715989437,0.446478108488349,0.626412915979472,0.0375354168725786
"gene_55",1.21920422120706,0.269516880466239,0.451554851177373,0.0893086872472423
"gene_56",2.41100354958735,0.12048510489135,0.265775966672095,0.0718278385641414
"gene_57",17.2771461954783,3.23048971640075e-05,0.000304763180792523,0.0732202783108083
"gene_58",89.4939208481144,3.07582164761541e-21,6.8861678677957e-20,0.0712474282219644
"gene_59",13.2019198523033,0.000279662486904239,0.00203637733182698,0.194064461535214
"gene_60",442.634420195031,2.89133688798485e-98,3.61417110998106e-96,0.0590763086373799
"gene_61",35.0493028852218,3.21462034307729e-09,5.07571633117467e-08,0.0751985621677504
"gene_62",0.902205696779788,0.342190970508766,0.523227783652547,0.0489019372325794
"gene_63",29.6745333129611,5.11017696578255e-08,7.51496612615081e-07,0.0392991190057236
"gene_64",0.655139794719389,0.418281040489775,0.598415156350593,0.33437469328059
"gene_65",0.307019246816253,0.579515080600436,0.734182956841768,0.0373435448017768
"gene_66",0.0251108456670863,0.874091170201065,0.935970449816687,0.0569678888522713
"gene_67",0.456429587475782,0.499297354681867,0.674561312372268,0.103348821730675
"gene_68",0.563598486126352,0.452813980511798,0.633011156353865,0.0543972415895936
"gene_69",11.4161190525599,0.000728096281569891,0.00483249744404795,0.0879165323925133
"gene_70",5.8623040176883,0.0154685325168918,0.0580069969383443,0.0684726440392633
"gene_71",1.94815206243766,0.16278612284107,0.327317941369445,0.0531637163294446
"gene_72",3.09434088263697,0.0785649623402215,0.199217550801939,0.414392310511123
"gene_73",5.43187934464402,0.0197723896569306,0.0711237038019088,0.0513837583111998
"gene_74",8.62705834640906,0.00331205980824202,0.0161827026461337,0.0839662342944669
"gene_75",9.07937588022423,0.00258508258170765,0.0131444877035982,0.0313261472489507
"gene_76",0.0885319416212837,0.766051849949808,0.871173445735188,0.275062090131665
"gene_77",5.07729200070128,0.0242412029664986,0.0820808226856613,0.0884352799036177
"gene_78",1.00708767363972,0.315601554601263,0.49570924806481,0.060450877173178
"gene_79",9.01983666537251,0.00267065256779833,0.0135337123368159,0.106362858567235
"gene_80",2.36948284688526,0.123728033737332,0.27133340731871,0.164362988647582
"gene_81",0.332073436637415,0.5644407166361,0.721791197744373,0.103317901390987
"gene_82",6.13269754117675,0.0132704245349076,0.0517382963947289,0.0706242073425668
"gene_83",10.5303739230151,0.00117428451004914,0.00696216112677355,0.0935278849136657
"gene_84",4.06517915459278,0.043776041138486,0.129059660648695,0.0580685202382267
"gene_85",0.00744248545402115,0.931251912523335,0.965743379568916,0.147467000252245
"gene_86",0.101420422392266,0.750131684550323,0.861560127737737,0.269817933041778
"gene_87",0.999009278384619,0.317550352299523,0.498248460721009,0.0781210397491882
"gene_88",0.01209113727964,0.912441329814802,0.954436537463182,0.513834875741337
"gene_89",1.08584701804944,0.297393210648232,0.481228449432011,0.180921721710698
"gene_90",0.946753018420509,0.330547167915928,0.509579395553845,0.201888862856978
"gene_91",0.00420417846453347,0.948301682450636,0.975764888035965,0.0500762735903483
"gene_92",2.87548219458421,0.0899380321209441,0.216603350495324,0.384301010276969
"gene_93",9.2392248513188,0.00236885209972764,0.0123807601031061,0.0670825189031268
"gene_94",1.98759608058083,0.158592457373734,0.321471197379191,0.0511565747656779
"gene_95",13.5523859891653,0.000231996312294914,0.0017257088772448,0.0409929766898428
"gene_96",0.0726430288882511,0.787526701056415,0.883537809711759,0.0578807243609857
"gene_97",1.30376983298419,0.25352576676411,0.431166270006989,0.604147492005948
"gene_98",0.131714041722489,0.716661439788314,0.843131105633311,0.158271091744686
"gene_99",10.4769324992251,0.00120874284716175,0.00713824516040405,0.243442194633813
"gene_100",0.328940635238155,0.566283547243339,0.722915166693624,0.985311091343092
"gene_101",0.206103700969891,0.649838576137823,0.7976741932952,0.361040889770075
"gene_102",24.723884295633,6.61591974258303e-07,8.41006746938521e-06,0.0456798050244386
"gene_103",0.665133772876743,0.414753357544465,0.595909996471932,0.0386717229942376
"gene_104",3.34491895556368,0.0674127983338731,0.177091414187057,0.0777959667438542
"gene_105",1.42060595551516,0.233303691529939,0.408826562260407,0.241646729233241
"gene_106",0.0837978805692501,0.772215126565114,0.876715890298222,0.0985454106996744
"gene_107",0.814248522198909,0.366867147528545,0.548654757021752,0.0696497720888821
"gene_108",2.17608865893203,0.140170294831043,0.293450326966555,0.0608613228175085
"gene_109",11.2662140845761,0.000789305403440471,0.0051927987068452,0.145887415879202
"gene_110",0.260665431346752,0.609663362763052,0.761879934044084,0.0606160788464746
"gene_111",0.631070529803765,0.426962908289625,0.60648140382049,0.0899494463372555
"gene_112",110.532071951486,7.49233966553592e-26,2.04336536332798e-24,0.0517102953957455
"gene_113",235.454635878926,3.85333334841281e-53,1.99310345607559e-51,0.111506576725576
"gene_114",15.7505769081176,7.22658973448028e-05,0.000626582924954938,0.0547896976968186
"gene_115",1.05983521893017,0.303252770696737,0.485982004321694,0.0526797189448989
"gene_116",0.577849726712429,0.447156395797628,0.626412915979472,0.0467621355985521
"gene_117",7.55145684732122,0.00599615780653439,0.0270021752545752,0.172298939624603
"gene_118",124.000338017815,8.42292508011166e-29,2.68816757875904e-27,0.0424015668816178
"gene_119",0.541690368282957,0.461733026132296,0.641890212417464,0.0856535406496901
"gene_120",0.415617712039136,0.519131860239045,0.690334920530645,0.15664428714309
"gene_121",1.72809751199202,0.188654045306014,0.358657880809912,0.206166931859531
"gene_122",0.387241933966038,0.533752732739118,0.701690709122417,0.103029136452495
"gene_123",3.15754438951296,0.0755767868222597,0.193532547431203,0.0671159702972353
"gene_124",0.0424086716893726,0.836842733246148,0.918813523630852,0.148106767938365
"gene_125",9.01076955024189,0.00268393388965967,0.0135552216649478,0.0575569757697284
"gene_126",0.0530703525664649,0.817804244382775,0.907327194211658,0.0669603204846494
"gene_127",0.655830414861384,0.418035834466276,0.598415156350593,0.0547240177792954
"gene_128",0.0728045366132619,0.787296305851197,0.883537809711759,0.0420377962618851
"gene_129",2.95646304280217,0.0855348592028343,0.211371151242589,0.106504867389426
"gene_130",0.0174869601439127,0.894795831548495,0.946540019268506,0.210766223224995
"gene_131",380.766424599613,8.4742057323201e-85,7.47724035204715e-83,0.061779451720825
"gene_132",9.67745509845236,0.00186542833801967,0.0101750636619255,0.0423362674722291
"gene_133",1.13069899452535,0.287626291211397,0.472034394767063,0.0523520938505709
"gene_134",17.2460572836007,3.28378279051222e-05,0.000307854636610521,0.0483967981615355
"gene_135",0.487595999971404,0.485001638021234,0.661967658809691,0.337901737137379
"gene_136",0.0163465911067533,0.898264682641283,0.948065687455237,0.0631825915076912
"gene_137",5.53034469951388,0.0186894230418444,0.0682095731454173,0.0750633398923646
"gene_138",284.562406673952,7.61021293958172e-64,4.75638308723857e-62,0.0789392464103861
"gene_139",4.30186763220161,0.038070543402659,0.116327556455008,0.0547873718838952
"gene_140",4.06474282661497,0.0437873521090914,0.129059660648695,0.0507829239918765
"gene_141",0.0193606223518827,0.889337581494365,0.944095097127776,0.195033815699049
"gene_142",32.0050276786188,1.53774079241429e-08,2.37794967899117e-07,0.131464782857873
"gene_143",0.119544273036013,0.729529288656858,0.850928408231172,0.0840186265916066
"gene_144",0.271544919728626,0.602297304961858,0.754758527521125,0.0569946917661167
"gene_145",321.626522958058,6.40637103711556e-72,4.80477827783667e-70,0.0741713926996924
"gene_146",9.79489759632702,0.00174996755846479,0.00963611758823872,1.44313653461175
"gene_147",0.167775005933208,0.682096848095801,0.820485382633281,0.104100441543766
"gene_148",0.000260605348387344,0.987120089037477,0.995805116063532,0.758091901467146
"gene_149",0.0860152231689426,0.769305449145891,0.874210737665785,0.0909975645861538
"gene_150",4.61734776021035,0.0316501407837439,0.100796626699821,0.975652972073113
"gene_151",0.00957158811206682,0.922063716932354,0.961150504099049,0.050699920286564
"gene_152",1.21920113767999,0.269517486048827,0.451554851177373,0.115492228656403
"gene_153",2.71009256583784,0.099715205285099,0.233707512386951,0.0706861625745964
"gene_154",29.3400267905391,6.07282546205417e-08,8.75888287796275e-07,0.846901281052266
"gene_155",0.00349314545405832,0.952870198236055,0.975764888035965,0.0889913807461497
"gene_156",0.181370669483499,0.67019794545864,0.810723321119322,0.108297515464057
"gene_157",4.04304728607542,0.0443536640668028,0.129942375195711,0.0966926362273843
"gene_158",0.460961094819936,0.497175146501837,0.673002425425666,0.200880544208258
"gene_159",3.70310621710553,0.0543112709276563,0.151144538759711,0.0518144689878771
"gene_160",1.62888448345984,0.201857409603106,0.371061414711592,0.0644821415546415
"gene_161",2.89940399765862,0.0886123107067827,0.215427011442746,0.0555533947825524
"gene_162",0.305951117241875,0.580175434971328,0.734399284773833,0.100245617258427
"gene_163",6.4207372088141,0.0112795327780811,0.0461016326079611,0.048965868864872
"gene_164",10.0643716994495,0.00151164107463215,0.00855645891301215,0.0626311275635755
"gene_165",0.749876731836252,0.386515261005673,0.569521504428791,0.0658921496179503
"gene_166",6.45097258161536,0.0110891621869581,0.0456970969242777,0.0544112059246511
