"gene","baseMean","pvalue","padj_filt"
"gene_0",76.2545858248427,0.456023433086434,0.635720399284062
"gene_1",5251.51047639347,0.174331344628242,0.343171938244572
"gene_2",412.921437835598,0.422293744691272,0.600987302691564
"gene_3",5.00820440484389,0.745286615071868,0.859214019557636
"gene_4",20.5696844392345,0.0650764010783414,0.171734959953858
"gene_5",58.3363342484964,0.260357252123004,0.439792655613182
"gene_6",34.0027974233281,0.234217964058286,0.408995280660569
"gene_7",1166.95035450138,0.181590835563651,0.34803631773913
"gene_8",43.3262688033616,0.614674531617552,0.764520561713373
"gene_9",265.777923425788,0.243041788172498,0.418076470480215
"gene_10",4832.85342057321,0.142043522001443,0.2951042700861
"gene_11",15.7461990687255,0.950986249355585,0.975140190383151
"gene_12",1240.54951057514,0.609379625009135,0.761090289353624
"gene_13",20.7186630917207,0.0657662395014974,0.17306905131973
"gene_14",5453.85814531748,0.638134115234379,0.787819895351086
"gene_15",750.711814451358,0.00506033721535936,0.0232837601933713
"gene_16",1946.33338639306,0.151074702107446,0.31000280870201
"gene_17",107.001316562495,0.332307842095573,0.509674604441063
"gene_18",3.55615802817489,0.316125930614475,0.495495189050902
"gene_19",275.91695756335,0.53143381323514,0.699255017414658
"gene_20",71.4728783577986,0.0526490363276233,0.146790993478504
"gene_21",1893.52703779569,0.00319355152861235,0.015705991124323
"gene_22",258.738040566802,0.0142631805623215,0.0548583867781596
"gene_23",215.80664641363,0.942910004493648,0.972994183744388
"gene_24",1947.26411723318,0.343648120148972,0.523853841690506
"gene_25",36.8602310358262,0.0382675532309867,0.116197023980729
"gene_26",4604.53862242223,0.000168249599852093,0.0013213319360112
"gene_27",36.0065854032325,0.269297748772963,0.450266663083662
"gene_28",1031.61903691329,0.111543295267255,0.253123968080004
"gene_29",171.065368442421,0.117038825683636,0.261505581146865
"gene_30",5170.16877777592,2.28583680769612e-06,2.65794977639083e-05
"gene_31",70.2924123340033,0.0594783059398824,0.16104234460257
"gene_32",61.1074121706707,0.378151024548984,0.561054932565258
"gene_33",39.4198549829022,0.492701896320567,0.66882610360258
"gene_34",74.1060908388537,0.68944067460268,0.824032678807984
"gene_35",452.746494368756,0.0232637352617832,0.0795913404369438
"gene_36",45.7324940763464,0.82981382158401,0.91590929534659
"gene_37",538.285379358834,0.00561972860242706,0.0256218629289988
"gene_38",1118.91802507469,0.0546096467322405,0.15141306857368
"gene_39",24.6458995946778,0.29487031889128,0.477136438335405
"gene_40",94.0342210850443,0.309196977896382,0.489752340912959
"gene_41",793.540841021874,0.548217698226161,0.710325399690134
"gene_42",4929.8164629547,0.728804793020169,0.850744894576073
"gene_43",276.090747175223,0.554344059104292,0.714975140719207
"gene_44",374.188703262032,0.261871802091615,0.440367380198903
"gene_45",51.581999959295,0.0784277773814098,0.198383922549941
"gene_46",181.227552736612,0.0250405666335082,0.0844064043826117
"gene_47",68.9773239623704,0.125776124683787,0.272636108418614
"gene_48",4.75785240369459,0.948161246588679,0.975140190383151
"gene_49",361.033252424095,0.0197619029561987,0.0709159196992775
"gene_50",8.46919453227056,0.485657831256062,0.662260678985539
"gene_51",28.2983092866579,0.13640583974893,0.289601334451552
"gene_52",6.75867816702975,0.820136471384657,0.909242207743522
"gene_53",4228.60522354514,0.782885023851382,0.881627279111917
"gene_54",405.126097976057,0.446307628635912,0.625664899956885
"gene_55",111.021157868782,0.268973315130647,0.450266663083662
"gene_56",96.1774721581734,0.120339601808671,0.265455003989716
"gene_57",336.81838740865,3.05711450117935e-05,0.000288407028413147
"gene_58",466.189210150844,1.39276947221147e-21,3.11814060942866e-20
"gene_59",29.3565178954074,0.000261190900853728,0.00189268768734585
"gene_60",2050.11755264914,1.14647004769475e-105,1.43308755961844e-103
"gene_61",440.170661750458,2.62999407664556e-09,4.15262222628246e-08
"gene_62",1260.00626079522,0.341954765925591,0.522334163837461
"gene_63",2678.21859451656,4.8432175953609e-08,7.05322950780714e-07
"gene_64",19.4115385483636,0.41539201285002,0.596256477775148
"gene_65",1359.51205945266,0.579215433725937,0.732565894257087
"gene_66",1127.35110551757,0.873985222287194,0.935765835403508
"gene_67",77.8969441219627,0.497704738916818,0.67136430609283
"gene_68",3741.24531264236,0.452126761608464,0.631461957553721
"gene_69",983.967985728828,0.000704111463514931,0.00466083471757943
"gene_70",183.887679640864,0.0151327572773323,0.0569509777497379
"gene_71",953.444013856952,0.16191758606233,0.326008562541603
"gene_72",11.8229008739868,0.0774015703910561,0.197117751420347
"gene_73",4349.22590885512,0.0194889604496626,0.0702726939290719
"gene_74",153.231074628204,0.00326187943027335,0.0158857764461364
"gene_75",1922.27682759346,0.00256354338473158,0.0130349663630419
"gene_76",31.1366423159207,0.764592086366931,0.869513365845638
"gene_77",153.058805298784,0.0240966533350494,0.0815913769809797
"gene_78",5391.34330548595,0.314269319840123,0.494134150692017
"gene_79",135.135337253021,0.00264146806682513,0.0133407478122481
"gene_80",48.4816318174518,0.122823955320534,0.269745143456517
"gene_81",82.5175849719059,0.564441032933719,0.721176788245808
"gene_82",233.065095170262,0.0132314271548011,0.0515510148888353
"gene_83",127.84923047194,0.00114990661033479,0.00681762812451455
"gene_84",1024.89021251018,0.0434705396787051,0.128179585274266
"gene_85",53.5239528365354,0.930751579581882,0.965509937325604
"gene_86",23.689554535318,0.74789553058622,0.859650035156574
"gene_87",141.612619930242,0.317628287980741,0.496811712170084
"gene_88",14.5772572401535,0.911480204686107,0.953431176449903
"gene_89",28.059422513323,0.29623215614408,0.478308110028116
"gene_90",42.8496739961934,0.329719810589357,0.507782049162255
"gene_91",2393.38922463838,0.948296493988624,0.975140190383151
"gene_92",15.9161470917458,0.0887566992891673,0.214584694114461
"gene_93",884.184867046911,0.00232096145868452,0.0121304605854592
"gene_94",400.028961578144,0.158450847734992,0.321184150814174
"gene_95",1470.1273011137,0.000223541255868163,0.00165178267882879
"gene_96",1146.08679565305,0.787425210894039,0.883423946403185
"gene_97",9.24089849000588,0.25118457989341,0.428642627804454
"gene_98",51.3356295403841,0.716364096159976,0.842781289599971
"gene_99",29.8452238542865,0.00117723681677331,0.00695218592582664
"gene_100",6.40885181567185,0.558883801516771,0.717744608112291
"gene_101",19.9789742142284,0.648873810405078,0.796489947305742
"gene_102",719.803507139243,6.13438470506622e-07,7.79794665898249e-06
"gene_103",4695.77714478792,0.414613001180398,0.595708335029308
"gene_104",203.356954331138,0.0672332753483371,0.176311036752632
"gene_105",22.5425737608599,0.228428552827724,0.401371104611552
"gene_106",321.164680623252,0.772171431253651,0.876051863413282
"gene_107",1226.67576254338,0.366114943207061,0.5483283447171
"gene_108",380.193302108172,0.139533882338578,0.290921458414412
"gene_109",76.6580899141702,0.00070533965392702,0.00466083471757943
"gene_110",95.2926200940685,0.60909622883129,0.761090289353624
"gene_111",98.7776981477395,0.425541020930548,0.604461677458165
"gene_112",329.260276155618,3.1679934105208e-26,8.48569663532356e-25
"gene_113",379.010228848845,3.72002418178196e-57,2.06668010098998e-55
"gene_114",1642.97459190792,6.93384129379422e-05,0.00060120011217869
"gene_115",496.860436972595,0.303232734829558,0.483087333193914
