"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","dispersion","log2FoldChange_apeglm","lfcSE_apeglm"
"gene_0",8.92907411282934,-3.0506526542566,0.735746960086796,-4.14633402480755,3.3784087185786e-05,0.000108980926405761,0.492279963524325,-2.7156435057784,0.760265884794925
"gene_1",62.6551070506707,0.173881406739084,0.32584612115689,0.533630433045305,0.593597248476857,0.736886195796726,0.137113255797949,0.150682569785009,0.303670034087347
"gene_2",219.799416733856,0.0157287507250165,0.268765119840338,0.0585222916365049,0.953332606763588,0.967161469003573,0.0995909560647725,0.014759973807999,0.255173343898774
"gene_3",110.914796349546,0.676744224656084,0.241957589290426,2.79695390684264,0.00515868922343341,0.0122825933891272,0.074941902454818,0.63429131403814,0.237467896861673
"gene_4",71.0005381392653,0.0213528337066934,0.369263927862591,0.0578253983005865,0.953887707106255,0.967161469003573,0.182568019224274,0.0184725742403123,0.335923630507718
"gene_5",4.84616828629572,-1.631683286441,0.936637434870117,-1.74206499302184,0.0814970723094263,0.152330976279301,0.984462651497854,-0.881390407222675,0.859564415111696
"gene_6",33.8502094637595,0.817696485094445,0.383874510107538,2.13011404394988,0.0331621991492999,0.0676779574475509,0.180820489182943,0.704751333604504,0.36966893957673
"gene_7",13.8935893011554,0.541977269155794,0.473419264426279,1.14481456476554,0.252285980676253,0.403657569082005,0.249347657776367,0.417764687041445,0.426714676848666
"gene_8",468.01350012599,0.817071702447999,0.23986996789775,3.40631096760015,0.000658471317865258,0.00173281925754015,0.0806282418250404,0.771260293364055,0.237146794900049
"gene_9",201.803979831972,-2.18402811194274,0.279066306563484,-7.82619779090352,5.02846018436563e-15,3.46790357542457e-14,0.103961978478128,-2.12665137005386,0.281221893923814
"gene_10",3590.69304053127,0.0935620315532184,0.251330250159448,0.372267291716222,0.709693848807289,0.801913953454564,0.0907685452304533,0.0878884400760909,0.240192687909115
"gene_11",172.106442766492,1.46448953937955,0.270313559640135,5.41774353210104,6.03559085237431e-08,2.74345038744287e-07,0.0979161987842719,1.40270809879799,0.271357605302655
"gene_12",1077.54787503411,0.105954843948934,0.182894776483835,0.579321323363756,0.562372380151303,0.720990230963209,0.0472888593634318,0.101298923399411,0.178549109019283
"gene_13",74.6551725137004,-0.593561561973474,0.367397929165987,-1.6155822198587,0.106184670649961,0.189615483303502,0.180693590998825,-0.506051946334589,0.347803334674884
"gene_14",5.59965358774336,-0.633453886802894,0.895961577739862,-0.70701010237608,0.479560199788103,0.648054324037977,0.968961438961009,-0.292811275101281,0.635797673098612
"gene_15",863.378070687425,1.92371357940376,0.24657392443769,7.80177216139449,6.10437858078338e-15,4.06958572052225e-14,0.0858809387153999,1.87717926762817,0.247968080650643
"gene_16",51.4488510479348,0.237104294483517,0.39390448345434,0.601933474847084,0.547218420658226,0.706916887410366,0.204166353765868,0.193718160581535,0.357482064199796
"gene_17",71.3325052408313,1.81728339481817,0.58538311500394,3.10443425551476,0.00190643291640089,0.00470724176889109,0.473608666413984,1.53101293085623,0.603948624654725
"gene_18",30.7294484205892,-0.170015193016334,0.394698149000691,-0.430747378589903,0.666652065075938,0.782843426760957,0.19229385622424,-0.137350220405327,0.355940490409531
"gene_19",1591.28798311033,0.500286856885747,0.143070698113057,3.49678070690906,0.000470908765480217,0.00130807990411171,0.0288585706553169,0.487720711582356,0.141772763030726
"gene_20",3332.53269039725,0.0552775334298528,0.217026224282506,0.254704396266404,0.798951420484336,0.868425457048191,0.0675896738305523,0.0517227046197148,0.209712495447266
"gene_21",816.973003342627,-2.36186826170468,0.251833006222701,-9.37870812539971,6.67859794371409e-21,7.42066438190454e-20,0.0891881535974286,-2.31736137304615,0.253285746286815
"gene_22",129.981434427693,0.833291682581878,0.239570825339488,3.47826861388922,0.000504663928365539,0.00136395656315011,0.0744381975224651,0.787249006072011,0.236842351369689
"gene_23",12.2719999343361,0.112766526987979,0.684225969903957,0.164808896399837,0.869094401486969,0.92456851222018,0.593572672994356,0.0670666490873849,0.52483703864562
"gene_24",467.582659346974,1.06779830291375,0.24023752260229,4.44476071575826,8.79897452216052e-06,3.03412914557259e-05,0.0807486585002471,1.01843636023722,0.239545396088311
"gene_25",1384.61940398611,-0.0579564411602452,0.204299232195503,-0.283684087000308,0.776652490686391,0.858179547719769,0.0594406989682858,-0.0540492682040489,0.19814965631885
"gene_26",786.121980573423,-0.413456620681452,0.243725132528292,-1.69640535792285,0.0898091397366667,0.166313221734568,0.0843282685985654,-0.38189290922181,0.236188650893524
"gene_27",237.066604043254,-1.08870173060073,0.192259696590014,-5.66266227353071,1.49042317962188e-08,7.45211589810939e-08,0.0484678461373626,-1.05633958528731,0.192073281359736
"gene_28",267.174575508273,0.680507842009981,0.196950411014906,3.45522427956993,0.000549835239861507,0.00146622730629735,0.0519789580552213,0.652014487216752,0.194663081352364
"gene_29",22.9790215097662,-1.41688940038434,0.530013428565477,-2.67330849374753,0.00751071460596687,0.017069805922652,0.350345752948277,-1.17033556582711,0.53247533662944
"gene_30",404.463144906104,-0.51364989353114,0.203337051257697,-2.52610082793112,0.0115336374286397,0.0253486536893181,0.0570585557275967,-0.487378792672106,0.199717240953436
"gene_31",147.136308232902,-0.126455015812915,0.210418509431975,-0.600969069471501,0.547860587743034,0.706916887410366,0.0570585502534454,-0.118264799544542,0.203915942979524
"gene_32",168.80981801221,-0.665185491101525,0.248585623977712,-2.67588077080904,0.00745331548884429,0.017069805922652,0.0828727279804207,-0.619785992738522,0.243786905619941
"gene_33",122.175800101992,0.0151283395797714,0.237554839092526,0.0636835672872949,0.949222189589197,0.967161469003573,0.0732255491548158,0.0143692115103918,0.227866833518351
"gene_34",17.2433554782931,-0.381332662467732,0.548242070596045,-0.6955552718768,0.486707385582024,0.653298504136946,0.374429724633612,-0.265038414476154,0.466069220013455
"gene_35",38.5470139759465,0.158104486106661,0.431185416542505,0.36667401085694,0.7138621946282,0.802092353514831,0.242103516127811,0.124476827425256,0.382520152781029
"gene_36",744.018872380945,-0.117442905880811,0.223719775727876,-0.524955406819575,0.599614190986692,0.736886195796726,0.0708011504030101,-0.108759179343195,0.215896776935019
"gene_37",411.959152657443,2.355671291928,0.271270696247482,8.68383988581984,3.82627304381945e-18,3.18856086984955e-17,0.101638884602796,2.30524619520826,0.272984332119186
