"gene","dispGeneEst","dispFit","dispMAP","dispersion"
"gene_0",0.298140702714758,0.22246422390423,0.258312350030283,0.258312350030283
"gene_1",0.133078464678134,0.22246422390423,0.160476858434432,0.160476858434432
"gene_2",0.118852275238242,0.22246422390423,0.147100739035491,0.147100739035491
"gene_3",0.0477551222138296,0.22246422390423,0.0958482519949123,0.0958482519949123
"gene_4",0.234625820679005,0.22246422390423,0.230648658079458,0.230648658079458
"gene_5",0.784693627589164,0.22246422390423,0.452825863976017,0.452825863976017
"gene_6",0.147910116197758,0.22246422390423,0.173781143167185,0.173781143167185
"gene_7",0.0659132190926631,0.22246422390423,0.135959340682839,0.135959340682839
"gene_8",0.0941111985866101,0.22246422390423,0.126929761203246,0.126929761203246
"gene_9",0.126420194625001,0.22246422390423,0.153662211613026,0.153662211613026
"gene_10",0.125581212801456,0.22246422390423,0.150503345412512,0.150503345412512
"gene_11",0.109030639769542,0.22246422390423,0.139985116752709,0.139985116752709
"gene_12",0.038507630365505,0.22246422390423,0.0759550012331518,0.0759550012331518
"gene_13",0.236881565619193,0.22246422390423,0.231985866004829,0.231985866004829
"gene_14",0.904318696361366,0.22246422390423,0.507442274659973,0.507442274659973
"gene_15",0.109764484587837,0.22246422390423,0.138978646724613,0.138978646724613
"gene_16",0.248274982170284,0.22246422390423,0.239496073632666,0.239496073632666
"gene_17",0.473608666413984,0.22246422390423,0.367003018567373,0.367003018567373
"gene_18",0.14949882808663,0.22246422390423,0.177682784749884,0.177682784749884
"gene_19",0.0122918997143428,0.22246422390423,0.0460304214801803,0.0460304214801803
"gene_20",0.0776283880915915,0.22246422390423,0.111818466134888,0.111818466134888
"gene_21",0.116996265102847,0.22246422390423,0.145120636980092,0.145120636980092
"gene_22",0.0557814228739611,0.22246422390423,0.0981448238235148,0.0981448238235148
"gene_23",0.699524769189161,0.22246422390423,0.46843155097217,0.46843155097217
"gene_24",0.0939687834590508,0.22246422390423,0.126315716791469,0.126315716791469
"gene_25",0.0603938506669865,0.22246422390423,0.0967574736859897,0.0967574736859897
"gene_26",0.105734495970826,0.22246422390423,0.135643414922971,0.135643414922971
"gene_27",0.0276967269325695,0.22246422390423,0.0681427741269607,0.0681427741269607
"gene_28",0.0343516612092529,0.22246422390423,0.0757513408867065,0.0757513408867065
"gene_29",0.410011554178855,0.22246422390423,0.335563810449697,0.335563810449697
"gene_30",0.0486475559071413,0.22246422390423,0.0872027755623367,0.0872027755623367
"gene_31",0.0304849352092647,0.22246422390423,0.0741889053563786,0.0741889053563786
"gene_32",0.0795187870600047,0.22246422390423,0.116595586516355,0.116595586516355
"gene_33",0.0521002970561119,0.22246422390423,0.0943866742799736,0.0943866742799736
"gene_34",0.377692436096227,0.22246422390423,0.31519018180034,0.31519018180034
"gene_35",0.288890158360065,0.22246422390423,0.265120488360124,0.265120488360124
"gene_36",0.0787132564929365,0.22246422390423,0.113281731897336,0.113281731897336
"gene_37",0.135420716288583,0.22246422390423,0.159399627603933,0.159399627603933
"gene_38",0.10961063655796,0.22246422390423,0.145719867092346,0.145719867092346
"gene_39",0.071557329609565,0.22246422390423,0.1133085435905,0.1133085435905
"gene_40",0.0340637589181747,0.22246422390423,0.0746300564556932,0.0746300564556932
"gene_41",0.0571300388531546,0.22246422390423,0.0950481162370524,0.0950481162370524
"gene_42",0.0623388680262708,0.22246422390423,0.0997959229934952,0.0997959229934952
"gene_43",0.060438318001718,0.22246422390423,0.0972372172064435,0.0972372172064435
"gene_44",0.178832811804723,0.22246422390423,0.195114572710167,0.195114572710167
"gene_45",0.179738906428178,0.22246422390423,0.192613753499433,0.192613753499433
"gene_46",0.0802744939616265,0.22246422390423,0.116631782143256,0.116631782143256
"gene_47",0.0712569794291274,0.22246422390423,0.104895855769419,0.104895855769419
"gene_48",0.348768038393543,0.22246422390423,0.295750632336719,0.295750632336719
"gene_49",0.0605364583389615,0.22246422390423,0.0991621345061613,0.0991621345061613
"gene_50",0.0393562970076748,0.22246422390423,0.0789532336826794,0.0789532336826794
"gene_51",0.133792263432786,0.22246422390423,0.163930211937424,0.163930211937424
"gene_52",0.0609587477995085,0.22246422390423,0.0980060522079602,0.0980060522079602
"gene_53",0.106957614992765,0.22246422390423,0.142249626259877,0.142249626259877
"gene_54",0.340340683668797,0.22246422390423,0.29089786057944,0.29089786057944
"gene_55",0.063784574159052,0.22246422390423,0.100219738721524,0.100219738721524
"gene_56",0.061434968363891,0.22246422390423,0.0986814577902023,0.0986814577902023
"gene_57",0.103294546697235,0.22246422390423,0.133799357510569,0.133799357510569
"gene_58",0.0486006504519172,0.22246422390423,0.0865613122658313,0.0865613122658313
"gene_59",0.0529945499458521,0.22246422390423,0.0914713244371224,0.0914713244371224
"gene_60",0.237475015598134,0.22246422390423,0.22652525227042,0.22652525227042
"gene_61",0.0717344738356171,0.22246422390423,0.109079253857908,0.109079253857908
"gene_62",1.37965364492976,0.22246422390423,0.726696050343417,1.37965364492976
"gene_63",0.10490717785754,0.22246422390423,0.141879319148384,0.141879319148384
"gene_64",0.0392926806706267,0.22246422390423,0.0767967935814739,0.0767967935814739
"gene_65",0.813072666844142,0.22246422390423,0.395065947062362,0.395065947062362
"gene_66",0.0695855694785268,0.22246422390423,0.111257874584199,0.111257874584199
"gene_67",0.04937557979609,0.22246422390423,0.0938825188768201,0.0938825188768201
"gene_68",0.0727530726932161,0.22246422390423,0.114656462365615,0.114656462365615
"gene_69",0.0360237362154346,0.22246422390423,0.0732368524368966,0.0732368524368966
"gene_70",0.0219431637941131,0.22246422390423,0.0613259382760199,0.0613259382760199
"gene_71",0.0609243669368126,0.22246422390423,0.0964453350254544,0.0964453350254544
"gene_72",0.23206474441502,0.22246422390423,0.22759264440564,0.22759264440564
"gene_73",0.262360380048172,0.22246422390423,0.247470091323213,0.247470091323213
"gene_74",0.176430419957571,0.22246422390423,0.191056019717197,0.191056019717197
"gene_75",0.104432361090188,0.22246422390423,0.136642498404319,0.136642498404319
"gene_76",0.222461860336545,0.22246422390423,0.222456463824695,0.222456463824695
"gene_77",0.133669260085326,0.22246422390423,0.180834145482829,0.180834145482829
"gene_78",0.771489757058945,0.22246422390423,0.539246678110316,0.539246678110316
"gene_79",0.0882313586492448,0.22246422390423,0.121826099324464,0.121826099324464
"gene_80",0.0799335602538612,0.22246422390423,0.114575476680104,0.114575476680104
"gene_81",0.0474759862824959,0.22246422390423,0.0848567097196896,0.0848567097196896
"gene_82",0.0657326763871239,0.22246422390423,0.103269398022815,0.103269398022815
"gene_83",0.0938867859098378,0.22246422390423,0.134765726309374,0.134765726309374
"gene_84",0.0355510812996681,0.22246422390423,0.0741782771070521,0.0741782771070521
"gene_85",0.0846568448338227,0.22246422390423,0.121931249422037,0.121931249422037
