"gene","pvalue_cf","padj_cf"
"gene_0",3.37840871857863e-05,0.000108980926405762
"gene_1",0.593597248476857,0.736886195796712
"gene_2",0.953332606763601,0.967161469003574
"gene_3",0.00515868922343354,0.0122825933891275
"gene_4",0.953887707106252,0.967161469003574
"gene_5",0.0814970723094262,0.152330976279301
"gene_6",0.0331621991492997,0.0676779574475505
"gene_7",0.252285980676254,0.403657569082006
"gene_8",0.000658471317865258,0.00173281925754015
"gene_9",5.02846018436545e-15,3.46790357542445e-14
"gene_10",0.709693848807284,0.801913953454559
"gene_11",6.03559085237398e-08,2.74345038744272e-07
"gene_12",0.562372380151313,0.720990230963221
"gene_13",0.106184670649961,0.189615483303502
"gene_14",0.479560199788103,0.648054324037976
"gene_15",6.10437858078205e-15,4.06958572052136e-14
"gene_16",0.547218420658225,0.706916887410368
"gene_17",0.00190643291640089,0.00470724176889109
"gene_18",0.666652065075938,0.782843426760957
"gene_19",0.000470908765480261,0.00130807990411184
"gene_20",0.798951420484337,0.868425457048193
"gene_21",6.67859794371285e-21,7.42066438190317e-20
"gene_22",0.000504663928365547,0.00136395656315013
"gene_23",0.86909440148697,0.924568512220181
"gene_24",8.79897452216067e-06,3.03412914557264e-05
"gene_25",0.776652490686388,0.858179547719766
"gene_26",0.0898091397366667,0.166313221734568
"gene_27",1.49042317962189e-08,7.45211589810947e-08
"gene_28",0.000549835239861564,0.0014662273062975
"gene_29",0.00751071460596687,0.017069805922652
"gene_30",0.0115336374286396,0.0253486536893177
"gene_31",0.547860587743035,0.706916887410368
"gene_32",0.00745331548884413,0.017069805922652
"gene_33",0.949222189589202,0.967161469003574
"gene_34",0.486707385582023,0.653298504136944
"gene_35",0.713862194628198,0.802092353514829
"gene_36",0.5996141909867,0.736886195796712
"gene_37",3.82627304381933e-18,3.18856086984945e-17
"gene_38",1.13344882314298e-10,6.66734601848813e-10
"gene_39",0.580426376604687,0.734716932410996
"gene_40",0.540628225827317,0.706916887410368
"gene_41",1.86294596053267e-23,3.10490993422112e-22
"gene_42",4.31909099834505e-06,1.59966333272039e-05
"gene_43",0.000490165350325529,0.00134291876801515
"gene_44",0.144027883893639,0.250483276336763
"gene_45",0.843246922473433,0.906717120939176
"gene_46",0.332650033899607,0.500225614886626
"gene_47",0.405087145557282,0.580816323786496
"gene_48",0.611895201188241,0.738342201219416
"gene_49",0.00121535053454191,0.00311628342190234
"gene_50",7.9141460260145e-05,0.000236243164955657
"gene_51",1.44401139064985e-09,7.80546697648567e-09
"gene_52",9.97549986454488e-21,1.05005261732051e-19
"gene_53",2.4403961497887e-06,9.57018097956353e-06
"gene_54",0.744279236509057,0.831596912300623
"gene_55",0.178689903540096,0.295355212462969
"gene_56",5.09413356652055e-06,1.81933341661448e-05
"gene_57",1.42222705532824e-18,1.29293368666204e-17
