"gene","baseMean","pvalue","padj_filt"
"gene_0",8.92907411282934,3.37840871857863e-05,0.000108980926405762
"gene_1",62.6551070506707,0.593597248476857,0.736886195796712
"gene_2",219.799416733856,0.953332606763601,0.967161469003574
"gene_3",110.914796349546,0.00515868922343354,0.0122825933891275
"gene_4",71.0005381392653,0.953887707106252,0.967161469003574
"gene_5",4.84616828629572,0.0814970723094262,0.152330976279301
"gene_6",33.8502094637595,0.0331621991492997,0.0676779574475505
"gene_7",13.8935893011554,0.252285980676254,0.403657569082006
"gene_8",468.01350012599,0.000658471317865258,0.00173281925754015
"gene_9",201.803979831972,5.02846018436545e-15,3.46790357542445e-14
"gene_10",3590.69304053127,0.709693848807284,0.801913953454559
"gene_11",172.106442766492,6.03559085237398e-08,2.74345038744272e-07
"gene_12",1077.54787503411,0.562372380151313,0.720990230963221
"gene_13",74.6551725137004,0.106184670649961,0.189615483303502
"gene_14",5.59965358774336,0.479560199788103,0.648054324037976
"gene_15",863.378070687425,6.10437858078205e-15,4.06958572052136e-14
"gene_16",51.4488510479348,0.547218420658225,0.706916887410368
"gene_17",71.3325052408313,0.00190643291640089,0.00470724176889109
"gene_18",30.7294484205892,0.666652065075938,0.782843426760957
"gene_19",1591.28798311033,0.000470908765480261,0.00130807990411184
"gene_20",3332.53269039725,0.798951420484337,0.868425457048193
"gene_21",816.973003342627,6.67859794371285e-21,7.42066438190317e-20
"gene_22",129.981434427693,0.000504663928365547,0.00136395656315013
"gene_23",12.2719999343361,0.86909440148697,0.924568512220181
"gene_24",467.582659346974,8.79897452216067e-06,3.03412914557264e-05
"gene_25",1384.61940398611,0.776652490686388,0.858179547719766
"gene_26",786.121980573423,0.0898091397366667,0.166313221734568
"gene_27",237.066604043254,1.49042317962189e-08,7.45211589810947e-08
"gene_28",267.174575508273,0.000549835239861564,0.0014662273062975
"gene_29",22.9790215097662,0.00751071460596687,0.017069805922652
"gene_30",404.463144906104,0.0115336374286396,0.0253486536893177
"gene_31",147.136308232902,0.547860587743035,0.706916887410368
"gene_32",168.80981801221,0.00745331548884413,0.017069805922652
"gene_33",122.175800101992,0.949222189589202,0.967161469003574
"gene_34",17.2433554782931,0.486707385582023,0.653298504136944
"gene_35",38.5470139759465,0.713862194628198,0.802092353514829
"gene_36",744.018872380945,0.5996141909867,0.736886195796712
"gene_37",411.959152657443,3.82627304381933e-18,3.18856086984945e-17
"gene_38",105.225446458908,1.13344882314298e-10,6.66734601848813e-10
"gene_39",100.435813916598,0.580426376604687,0.734716932410996
"gene_40",2553.36596505107,0.540628225827317,0.706916887410368
"gene_41",422.019384220908,1.86294596053267e-23,3.10490993422112e-22
"gene_42",408.828231856907,4.31909099834505e-06,1.59966333272039e-05
"gene_43",286.760660561114,0.000490165350325529,0.00134291876801515
"gene_44",20.2780101845848,0.144027883893639,0.250483276336763
"gene_45",140.419597232932,0.843246922473433,0.906717120939176
"gene_46",1879.84404291449,0.332650033899607,0.500225614886626
"gene_47",421.908166278186,0.405087145557282,0.580816323786496
"gene_48",19.8614722772692,0.611895201188241,0.738342201219416
"gene_49",189.655500400425,0.00121535053454191,0.00311628342190234
"gene_50",361.239510280122,7.9141460260145e-05,0.000236243164955657
"gene_51",76.6882392358973,1.44401139064985e-09,7.80546697648567e-09
"gene_52",469.752235913247,9.97549986454488e-21,1.05005261732051e-19
"gene_53",68.3478626310767,2.4403961497887e-06,9.57018097956353e-06
"gene_54",16.6047561515787,0.744279236509057,0.831596912300623
"gene_55",681.577329243259,0.178689903540096,0.295355212462969
"gene_56",395.577306515266,5.09413356652055e-06,1.81933341661448e-05
"gene_57",1225.31540790316,1.42222705532824e-18,1.29293368666204e-17
"gene_58",1894.31110131214,4.44021317423191e-06,1.61462297244797e-05
"gene_59",327.085983906713,3.94099448575327e-06,1.48716773047293e-05
"gene_60",4.30031692293093,0.00558652115585505,0.0131447556608354
"gene_61",221.319718666117,0.323012320778639,0.492386950947267
"gene_62",7.70490768494232,0.158364206747677,0.268413909741825
"gene_63",52.3056717004534,0.575604560039809,0.733254216611222
"gene_64",1026.44812422168,0.475184587680492,0.6469366548684
"gene_65",3.16103037217217,0.769921083716337,0.85546787079593
"gene_66",134.990821803577,3.47608270361772e-15,2.4829162168698e-14
"gene_67",105.378837534916,7.01879242929042e-09,3.69410127857391e-08
"gene_68",83.9947966902198,0.446203541434695,0.628455692161542
"gene_69",1186.03273643086,0.0199528199926374,0.0420059368266052
"gene_70",318.950386988454,1.08324025411152e-06,4.42138879229192e-06
"gene_71",1293.07566591158,5.70713550099216e-21,6.71427705999077e-20
"gene_72",16.9551919908631,0.0403176673372192,0.0802564548200455
"gene_73",42.7536518415007,0.374838319322559,0.551232822533175
"gene_74",57.691538724173,0.0182215691367872,0.0387692960357175
"gene_75",131.50910533715,0.389639047676007,0.568816127994171
"gene_76",20.5175596056415,0.311433816861272,0.479128949017342
"gene_77",21.3812596266455,6.63775110812174e-05,0.000201143972973386
"gene_78",19.6699984774497,0.040529509684123,0.0802564548200455
"gene_79",474.931321956219,0.669331129880618,0.782843426760957
"gene_80",1130.31185017891,1.83075760411917e-20,1.83075760411917e-19
"gene_81",1008.46182646293,0.0629185561237773,0.120997223314956
"gene_82",5344.17871194288,0.457234701386037,0.639489092847604
"gene_83",64.7704038685371,1.62437077178625e-07,7.21942565238335e-07
"gene_84",565.433541384273,0.239668868948657,0.389705477965296
"gene_85",4602.38879765275,6.0763805217652e-07,2.58569383904902e-06
