"gene","baseMean","dispGeneEst","dispFit","dispMAP","dispersion","dispOutlier"
"gene_0",8.92907411282934,0.298140702714759,0.665511463049443,0.492279963524325,0.492279963524325,FALSE
"gene_1",62.6551070506707,0.133078464678134,0.141411833327847,0.137113255797949,0.137113255797949,FALSE
"gene_2",219.799416733856,0.118852275238242,0.0791377088494093,0.0995909560647725,0.0995909560647725,FALSE
"gene_3",110.914796349546,0.0477551222138296,0.103512589757757,0.074941902454818,0.074941902454818,FALSE
"gene_4",71.0005381392653,0.234625820679005,0.131173656138024,0.182568019224274,0.182568019224274,FALSE
"gene_5",4.84616828629572,0.784693627589164,1.18045122380769,0.984462651497854,0.984462651497854,FALSE
"gene_6",33.8502094637595,0.147910116197758,0.21553269878317,0.180820489182943,0.180820489182943,FALSE
"gene_7",13.8935893011554,0.0659132190926631,0.447113822550058,0.249347657776367,0.249347657776367,FALSE
"gene_8",468.01350012599,0.0941111985866101,0.065969294425285,0.0806282418250404,0.0806282418250404,FALSE
"gene_9",201.803979831972,0.126420194625002,0.0813518133544148,0.103961978478128,0.103961978478128,FALSE
"gene_10",3590.69304053127,0.125581212801456,0.0558282487210471,0.0907685452304533,0.0907685452304533,FALSE
"gene_11",172.106442766492,0.109030639769542,0.0860182520074707,0.0979161987842719,0.0979161987842719,FALSE
"gene_12",1077.54787503411,0.038507630365505,0.0593730729333803,0.0472888593634318,0.0472888593634318,FALSE
"gene_13",74.6551725137004,0.23688156561919,0.127410828078723,0.180693590998825,0.180693590998825,FALSE
"gene_14",5.59965358774336,0.904318696361366,1.02891826074989,0.968961438961009,0.968961438961009,FALSE
"gene_15",863.378070687425,0.109764484587837,0.0606294286911226,0.0858809387153999,0.0858809387153999,FALSE
"gene_16",51.4488510479348,0.248274982170282,0.160384150024846,0.204166353765868,0.204166353765868,FALSE
"gene_17",71.3325052408313,0.473608666413984,0.130815940511694,0.263391882669748,0.473608666413984,TRUE
"gene_18",30.7294484205892,0.14949882808663,0.231906004599409,0.19229385622424,0.19229385622424,FALSE
"gene_19",1591.28798311033,0.0122918997143428,0.0577379511748526,0.0288585706553169,0.0288585706553169,FALSE
"gene_20",3332.53269039725,0.0776283880915915,0.0559459900208994,0.0675896738305523,0.0675896738305523,FALSE
"gene_21",816.973003342627,0.116996265102847,0.060988473515644,0.0891881535974286,0.0891881535974286,FALSE
"gene_22",129.981434427693,0.0557814228739611,0.0962949484666082,0.0744381975224651,0.0744381975224651,FALSE
"gene_23",12.2719999343361,0.699524769189161,0.499018090440532,0.593572672994356,0.593572672994356,FALSE
"gene_24",467.582659346974,0.0939687834590504,0.0659800390687241,0.0807486585002471,0.0807486585002471,FALSE
"gene_25",1384.61940398611,0.0603938506669865,0.05824985366234,0.0594406989682858,0.0594406989682858,FALSE
"gene_26",786.121980573423,0.105734495970826,0.0612506319917746,0.0843282685985654,0.0843282685985654,FALSE
"gene_27",237.066604043254,0.0276967269325712,0.0773292165290631,0.0484678461373626,0.0484678461373626,FALSE
"gene_28",267.174575508273,0.0343516612092529,0.0747349895465831,0.0519789580552213,0.0519789580552213,FALSE
"gene_29",22.9790215097662,0.410011554178855,0.291806623746569,0.350345752948277,0.350345752948277,FALSE
"gene_30",404.463144906104,0.0486475559071409,0.067801493376491,0.0570585557275967,0.0570585557275967,FALSE
"gene_31",147.136308232902,0.0304849352092625,0.0913996595333398,0.0570585502534454,0.0570585502534454,FALSE
"gene_32",168.80981801221,0.0795187870600047,0.0866375029386289,0.0828727279804207,0.0828727279804207,FALSE
"gene_33",122.175800101992,0.0521002970561119,0.0989774110171174,0.0732255491548158,0.0732255491548158,FALSE
"gene_34",17.2433554782931,0.377692436096227,0.370805793251343,0.374429724633612,0.374429724633612,FALSE
"gene_35",38.5470139759465,0.288890158360065,0.19588813607457,0.242103516127811,0.242103516127811,FALSE
"gene_36",744.018872380945,0.0787132564929359,0.0616434869598065,0.0708011504030101,0.0708011504030101,FALSE
"gene_37",411.959152657443,0.135420716288583,0.0675559722323312,0.101638884602796,0.101638884602796,FALSE
"gene_38",105.225446458908,0.10961063655796,0.106172973977144,0.109177160393164,0.109177160393164,FALSE
"gene_39",100.435813916598,0.071557329609565,0.108646319542252,0.0892777633225907,0.0892777633225907,FALSE
"gene_40",2553.36596505107,0.0340637589181747,0.0564457194167806,0.0455205781838765,0.0455205781838765,FALSE
"gene_41",422.019384220908,0.0571300388531546,0.0672401713023778,0.061635954861606,0.061635954861606,FALSE
"gene_42",408.828231856907,0.0623388680262708,0.0676574261985713,0.0645331269831224,0.0645331269831224,FALSE
"gene_43",286.760660561114,0.060438318001718,0.073339826647195,0.0654276288084374,0.0654276288084374,FALSE
"gene_44",20.2780101845848,0.178832811804725,0.323441163443188,0.2467299550804,0.2467299550804,FALSE
"gene_45",140.419597232932,0.179738906428178,0.0931738533738312,0.135858700154643,0.135858700154643,FALSE
"gene_46",1879.84404291449,0.0802744939616265,0.0572115079044521,0.0709980706302443,0.0709980706302443,FALSE
"gene_47",421.908166278186,0.0712569794291274,0.0672435802200225,0.0678008605743706,0.0678008605743706,FALSE
"gene_48",19.8614722772692,0.348768038393543,0.329085458888999,0.33875787169637,0.33875787169637,FALSE
"gene_49",189.655500400425,0.0605364583389615,0.0830840959266582,0.0706008403397018,0.0706008403397018,FALSE
"gene_50",361.239510280122,0.0393562970076748,0.0694159971599203,0.0523883159146174,0.0523883159146174,FALSE
"gene_51",76.6882392358973,0.133792263432786,0.125472822848224,0.129335151553979,0.129335151553979,FALSE
"gene_52",469.752235913247,0.0609587477995085,0.0659261327454135,0.0632603264665052,0.0632603264665052,FALSE
"gene_53",68.3478626310767,0.106957614992765,0.134156905333901,0.120270624162986,0.120270624162986,FALSE
"gene_54",16.6047561515787,0.340340683668797,0.382977911300327,0.361441657281786,0.361441657281786,FALSE
"gene_55",681.577329243259,0.063784574159052,0.0623154827031957,0.063116848095375,0.063116848095375,FALSE
"gene_56",395.577306515266,0.061434968363891,0.0681045892821873,0.0643233579613372,0.0643233579613372,FALSE
"gene_57",1225.31540790316,0.103294546697235,0.0587622905028455,0.0816977373084292,0.0816977373084292,FALSE
"gene_58",1894.31110131214,0.0486006504519172,0.0571893361994,0.0529542041398821,0.0529542041398821,FALSE
"gene_59",327.085983906713,0.0529945499458521,0.0709935007460135,0.0609412827128595,0.0609412827128595,FALSE
"gene_60",4.30031692293093,0.237475015598133,1.3233957165555,0.882347782996645,0.882347782996645,FALSE
"gene_61",221.319718666117,0.0717344738356171,0.0789671496356769,0.0750618983272908,0.0750618983272908,FALSE
"gene_62",7.70490768494232,1.37965364492976,0.762620261513312,1.03097360293159,1.03097360293159,FALSE
"gene_63",52.3056717004534,0.10490717785754,0.158646519469678,0.130930971009316,0.130930971009316,FALSE
"gene_64",1026.44812422168,0.0392926806706267,0.0596252102839591,0.0478795162752808,0.0478795162752808,FALSE
"gene_65",3.16103037217217,0.813072666844142,1.7807953598518,1.31784194210664,1.31784194210664,FALSE
"gene_66",134.990821803577,0.0695855694785268,0.094736863873079,0.0817570866730966,0.0817570866730966,FALSE
"gene_67",105.378837534916,0.04937557979609,0.106097479028096,0.0752192885814596,0.0752192885814596,FALSE
"gene_68",83.9947966902198,0.0727530726932147,0.119282352654161,0.0947779958789209,0.0947779958789209,FALSE
"gene_69",1186.03273643086,0.0360237362154346,0.0589098096614839,0.0454960061797125,0.0454960061797125,FALSE
"gene_70",318.950386988454,0.0219431637941131,0.0714190955707142,0.0420853842257486,0.0420853842257486,FALSE
"gene_71",1293.07566591158,0.0609243669368126,0.0585288935400003,0.0592865603135416,0.0592865603135416,FALSE
"gene_72",16.9551919908631,0.23206474441502,0.376184853901585,0.305222044199845,0.305222044199845,FALSE
"gene_73",42.7536518415007,0.262360380048172,0.181957750025428,0.220979112988793,0.220979112988793,FALSE
"gene_74",57.691538724173,0.176430419957571,0.148905897173112,0.163007034794209,0.163007034794209,FALSE
"gene_75",131.50910533715,0.104432361090188,0.0958072126566865,0.100349436141797,0.100349436141797,FALSE
"gene_76",20.5175596056415,0.222461860336545,0.320298947210202,0.271193718908796,0.271193718908796,FALSE
"gene_77",21.3812596266455,0.133669260085326,0.309554206930738,0.241295465740789,0.241295465740789,FALSE
"gene_78",19.6699984774497,0.771489757058947,0.331760223534679,0.543842920990851,0.543842920990851,FALSE
"gene_79",474.931321956219,0.0882313586492448,0.065799441839743,0.0776417642833688,0.0776417642833688,FALSE
"gene_80",1130.31185017891,0.0799335602538612,0.059136647260116,0.0701416751574451,0.0701416751574451,FALSE
"gene_81",1008.46182646293,0.0474759862824959,0.059720038437207,0.052775069747765,0.052775069747765,FALSE
"gene_82",5344.17871194288,0.0657326763871239,0.0553295537925823,0.062252191209164,0.062252191209164,FALSE
"gene_83",64.7704038685371,0.0938867859098378,0.138567174300015,0.116398508973716,0.116398508973716,FALSE
"gene_84",565.433541384273,0.0355510812996681,0.0639602000204672,0.0476095005800017,0.0476095005800017,FALSE
"gene_85",4602.38879765275,0.0846568448338227,0.0554941457576892,0.0734736316095847,0.0734736316095847,FALSE
"gene_86",476.149395858125,0.0584337809434619,0.0657700456141866,0.0623845636304085,0.0623845636304085,FALSE
"gene_87",400.262870927962,0.0319190337941685,0.0679430875367529,0.0480335817029561,0.0480335817029561,FALSE
"gene_88",11.383098054765,0.156955794507083,0.53374530787243,0.346906036994493,0.346906036994493,FALSE
"gene_89",85.0928855956112,0.276020875626513,0.11844388975193,0.19224674062615,0.19224674062615,FALSE
"gene_90",8.92537995728315,1.09906595567111,0.665764435961351,0.867130960700424,0.867130960700424,FALSE
"gene_91",7.17553999188007,0.863928387960302,0.814875205564484,0.838152033472385,0.838152033472385,FALSE
"gene_92",76.1124651742464,0.108474944307552,0.126011166410949,0.116932617632691,0.116932617632691,FALSE
"gene_93",351.789925469596,0.0179568613369116,0.0698218102645175,0.0391151942550483,0.0391151942550483,FALSE
"gene_94",185.36551129796,0.111935391373726,0.0837500645923745,0.098367332277169,0.098367332277169,FALSE
"gene_95",50.3341687517109,0.0793148160243431,0.162733266253149,0.118371620213087,0.118371620213087,FALSE
"gene_96",4.82250524716577,1.26802456874149,1.18597697472856,1.22464744020927,1.22464744020927,FALSE
"gene_97",710.710768247328,0.0766252329755938,0.0619872546445877,0.0692549635043466,0.0692549635043466,FALSE
"gene_98",306.911361187722,0.0695354751787228,0.0720902882783281,0.0695508027797071,0.0695508027797071,FALSE
"gene_99",2387.3424593289,0.0891470590160859,0.0565943587593318,0.0737075459155895,0.0737075459155895,FALSE
"gene_100",4.72528164908612,2.46444025197899,1.20926127889891,1.69031220363904,1.69031220363904,FALSE
"gene_101",94.8449913135096,0.124772981454205,0.111849376715798,0.118514756287007,0.118514756287007,FALSE
"gene_102",3030.25779362698,0.0342752243662856,0.0561093478935984,0.0430742358277395,0.0430742358277395,FALSE
"gene_103",173.706775617091,0.105606802714771,0.0857261137624885,0.0951397710001854,0.0951397710001854,FALSE
"gene_104",6831.60590066846,0.0757396824153516,0.0551072105572002,0.0626368107447483,0.0626368107447483,FALSE
"gene_105",332.22895135169,0.0375317912087623,0.070735211485807,0.0522328645291698,0.0522328645291698,FALSE
"gene_106",211.436157273641,0.0300529036469026,0.080119822529777,0.0513063817270912,0.0513063817270912,FALSE
"gene_107",638.878618430014,0.0289020088563465,0.0628506299008373,0.0432904786594106,0.0432904786594106,FALSE
"gene_108",10.0420735468977,0.915596718158571,0.597769605547523,0.72469874701905,0.72469874701905,FALSE
"gene_109",91.629428581118,0.0939780665169751,0.113868670880387,0.103583891377471,0.103583891377471,FALSE
"gene_110",705.140643016659,0.0635004987887797,0.062047912674267,0.0628393635292601,0.0628393635292601,FALSE
"gene_111",2145.01086155731,0.037324580588519,0.0568526191543292,0.0451498507116711,0.0451498507116711,FALSE
"gene_112",634.962043111893,0.0380239964005104,0.0629033204041647,0.0486007532321268,0.0486007532321268,FALSE
"gene_113",225.752291712316,0.0495005405360554,0.0784829821656434,0.0624253936329253,0.0624253936329253,FALSE
"gene_114",4016.79429570907,0.0625062516576417,0.0556670183234893,0.0629046901992596,0.0629046901992596,FALSE
"gene_115",383.122778505589,0.0736519795437464,0.068553076338946,0.0704404999668909,0.0704404999668909,FALSE
"gene_116",14.3783161968808,0.73955476585967,0.433871425240097,0.59003857752405,0.59003857752405,FALSE
"gene_117",110.382750331286,0.0982697024394891,0.103749754695245,0.100903300494837,0.100903300494837,FALSE
"gene_118",124.754325333185,0.115490965332254,0.0980541541117021,0.107115267423933,0.107115267423933,FALSE
"gene_119",785.565577401815,0.0901096303424611,0.0612555490935243,0.0746093388358287,0.0746093388358287,FALSE
"gene_120",88.9408430717565,0.145899696396211,0.11566911487456,0.131239854579464,0.131239854579464,FALSE
"gene_121",577.402677984306,0.0565504077649974,0.0637601242742128,0.0597523853318476,0.0597523853318476,FALSE
"gene_122",3668.95687725893,0.0433968994696029,0.0557958272862754,0.0486702598960165,0.0486702598960165,FALSE
"gene_123",6.23555161944163,0.932319565099502,0.929528092944917,0.931840695344394,0.931840695344394,FALSE
"gene_124",360.293667256294,0.0371381715169475,0.0694556577502607,0.050772300996272,0.050772300996272,FALSE
"gene_125",22.1658470284403,0.200242068876418,0.300519466194141,0.253304557051566,0.253304557051566,FALSE
"gene_126",43.942252822379,0.140475501556895,0.17850494120485,0.1588503235485,0.1588503235485,FALSE
"gene_127",2.74035610170688,0.564986477678365,2.04582976961017,1.38830398445579,1.38830398445579,FALSE
"gene_128",65.6133919209955,0.0646944125335611,0.137484633414276,0.098930307598327,0.098930307598327,FALSE
"gene_129",194.673016982108,0.0265195554811242,0.0823424278313376,0.0512021272830527,0.0512021272830527,FALSE
"gene_130",8.45024026855701,0.445408604559989,0.700145358106298,0.577581687921663,0.577581687921663,FALSE
"gene_131",5591.63907107946,0.0564582337204666,0.0552843601321418,0.0601718688579806,0.0601718688579806,FALSE
"gene_132",29.8727638498496,0.213422526110107,0.236999111096738,0.225008395418763,0.225008395418763,FALSE
"gene_133",3.90137976977968,1.97166070714915,1.45316675389824,1.65759827003873,1.65759827003873,FALSE
"gene_134",91.1953063407732,0.147366618657317,0.114152199271656,0.131153139390928,0.131153139390928,FALSE
"gene_135",5206.73861824275,0.0539847481895438,0.0553565099929838,0.0547421230490176,0.0547421230490176,FALSE
"gene_136",3344.5759628428,0.0454858443351629,0.0559400931582591,0.0492911465668983,0.0492911465668983,FALSE
"gene_137",1407.44145047353,0.0391598778737729,0.0581859411605604,0.0472200042250055,0.0472200042250055,FALSE
"gene_138",580.175714008708,0.0561252325682661,0.0637149481306108,0.0611893546440662,0.0611893546440662,FALSE
"gene_139",398.524624528183,0.0747415585309615,0.0680025582098759,0.0716336024389408,0.0716336024389408,FALSE
"gene_140",70.7332146554651,0.0667999763543647,0.131464154747972,0.0971188568559782,0.0971188568559782,FALSE
